PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
1864,240857192,-0.463474005,0.615660906,-45.42717361,-0.093558811,-0.098156005,9.421673775,1.341187,-1.301241517,0.572503746, 
1865,240865525,-0.46364969,0.615270674,-45.42808151,-0.101199917,-0.054566152,9.421097755,1.279738426,-1.343684196,0.4453803, 
1866,240873858,-0.46401158,0.615886509,-45.4277916,-0.090050012,-0.093488917,9.408970833,1.252881885,-1.224488616,0.523747087, 
1867,240882191,-0.463672936,0.615901828,-45.42832565,-0.101911947,-0.082999356,9.398857117,1.340136647,-1.29437685,0.488386601, 
1868,240890524,-0.463870585,0.616296887,-45.42786026,-0.079094417,-0.063960344,9.421646118,1.273655057,-1.250871301,0.545083702, 
1869,240898857,-0.463642597,0.616573036,-45.42848587,-0.092335075,-0.090052754,9.423212051,1.326356173,-1.262256622,0.427475959, 
1870,240907190,-0.463005453,0.616223216,-45.42857361,-0.099787839,-0.09511517,9.429419518,1.374741435,-1.339099407,0.480113208, 
1871,240915523,-0.463142902,0.615969539,-45.42954636,-0.097691163,-0.075246982,9.425033569,1.284451365,-1.325933576,0.39740485, 
1872,240923856,-0.46366629,0.616561294,-45.42954254,-0.084976822,-0.074894048,9.42320919,1.235002995,-1.227792621,0.490346074, 
1873,240932189,-0.463946044,0.617054522,-45.43030548,-0.090700246,-0.086928837,9.427060127,1.266073108,-1.235758662,0.430229485, 
1874,240940522,-0.463704646,0.617227614,-45.43069077,-0.08547435,-0.093079664,9.407560349,1.326535583,-1.27677989,0.441999197, 
1875,240948855,-0.463630944,0.616472661,-45.4315567,-0.094184242,-0.092708424,9.41237545,1.309041142,-1.387305379,0.461824626, 
1876,240957188,-0.463461012,0.616828799,-45.43125916,-0.112853914,-0.094047479,9.440853119,1.317673087,-1.254572392,0.524425864, 
1877,240965521,-0.463412166,0.617875516,-45.4320755,-0.078630723,-0.085064501,9.43956089,1.306018472,-1.17099309,0.457086027, 
1878,240973854,-0.463344991,0.618046939,-45.43241119,-0.101070233,-0.067584164,9.399969101,1.305903316,-1.277612448,0.449337721, 
1879,240982187,-0.462749869,0.617734313,-45.4330864,-0.091404036,-0.061173622,9.403356552,1.371526957,-1.333169699,0.457687944, 
1880,240990520,-0.462421268,0.618670762,-45.43342972,-0.093469523,-0.088100865,9.409205437,1.337639332,-1.18499136,0.448825389, 
1881,240998853,-0.463041484,0.618384182,-45.43395233,-0.091493554,-0.076416515,9.409705162,1.223848104,-1.330518603,0.473965764, 
1882,241007186,-0.462332517,0.618716896,-45.43423462,-0.083519585,-0.082844757,9.410075188,1.383194208,-1.258183956,0.455574751, 
1883,241015519,-0.462782681,0.619142115,-45.43420029,-0.103721038,-0.086663552,9.406669617,1.245966077,-1.246081352,0.51734364, 
1884,241023852,-0.463014424,0.620069742,-45.43349075,-0.114272736,-0.091182359,9.403594971,1.267635584,-1.186220765,0.575538933, 
1885,241032185,-0.463060588,0.619225144,-45.43347549,-0.100216866,-0.063474014,9.447526932,1.293621302,-1.398498893,0.546684623, 
1886,241040518,-0.462966174,0.620084345,-45.43297195,-0.10848292,-0.083824582,9.413863182,1.308067679,-1.195429087,0.549476504, 
1887,241048851,-0.462299705,0.620647907,-45.43296051,-0.096941903,-0.094163656,9.409950256,1.37891674,-1.22903502,0.540972531, 
