PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
4128,259723104,-0.482666582,0.612578809,-45.68042755,-0.084399819,-0.07012631,9.408758163,1.176692486,-1.345733643,0.56868732, 
4129,259731437,-0.483088344,0.613097072,-45.68025208,-0.094613016,-0.091145195,9.425707817,1.249641657,-1.235822797,0.523657382, 
4130,259739770,-0.48282069,0.613658488,-45.68035507,-0.109159216,-0.078177705,9.414514542,1.331248641,-1.23387599,0.48295638, 
4131,259748103,-0.482886642,0.613433599,-45.68086624,-0.101257004,-0.072276138,9.408053398,1.293800831,-1.324448109,0.435928702, 
4132,259756436,-0.482646197,0.61385411,-45.68125534,-0.08280465,-0.063684195,9.405988693,1.327816367,-1.248962879,0.448428392, 
4133,259764769,-0.482365191,0.613993108,-45.68130493,-0.080463178,-0.076389611,9.417506218,1.332990408,-1.283414245,0.500220418, 
4134,259773102,-0.482010186,0.613808274,-45.68081284,-0.095366485,-0.082610503,9.420970917,1.342570186,-1.32198894,0.553933442, 
4135,259781435,-0.482694536,0.613621771,-45.68121719,-0.085311107,-0.087212697,9.399270058,1.217905521,-1.321246266,0.46036464, 
4136,259789768,-0.482673854,0.614003837,-45.68115997,-0.094140165,-0.084679566,9.423359871,1.301638722,-1.254674911,0.501449943, 
4137,259798101,-0.483589411,0.614473581,-45.68149185,-0.078542456,-0.073018581,9.414309502,1.189678788,-1.243225336,0.481445163, 
4138,259806434,-0.48349449,0.613777459,-45.68152237,-0.078901939,-0.089142166,9.42551899,1.312191606,-1.383027673,0.489001304, 
4139,259814767,-0.483866334,0.613903165,-45.68199539,-0.083584107,-0.074667014,9.397429466,1.255584121,-1.284566641,0.460851282, 
4140,259823100,-0.483801991,0.614431858,-45.68198776,-0.097735129,-0.060180545,9.42046833,1.306787133,-1.235771537,0.495071918, 
4141,259831433,-0.483233869,0.614283741,-45.68212509,-0.087299041,-0.090113044,9.410248756,1.369260073,-1.31725049,0.522735298, 
4142,259839766,-0.483695656,0.614539504,-45.68255615,-0.106178142,-0.077915184,9.383292198,1.243622541,-1.269249439,0.444074005, 
4143,259848099,-0.484223336,0.614562631,-45.68278885,-0.104095541,-0.085666731,9.389523506,1.238012671,-1.296067476,0.477705479, 
4144,259856432,-0.48416853,0.614404202,-45.68262482,-0.078922264,-0.092360504,9.418201447,1.305058002,-1.319389105,0.513270855, 
4145,259864765,-0.484396279,0.613974214,-45.68279648,-0.098869108,-0.084440693,9.397510529,1.273706436,-1.351355791,0.507917523, 
4146,259873098,-0.484194249,0.613784552,-45.68289948,-0.101286083,-0.064473681,9.419997215,1.323833108,-1.321643233,0.480715126, 
4147,259881431,-0.483421206,0.613181531,-45.68342209,-0.084242687,-0.065110736,9.414378166,1.392902017,-1.372167468,0.449017495, 
4148,259889764,-0.483835667,0.613200486,-45.68371582,-0.089166276,-0.076999895,9.429432869,1.250192404,-1.297232985,0.459532142, 
4149,259898097,-0.483397573,0.613229573,-45.68437195,-0.117000677,-0.050010595,9.386899948,1.353443265,-1.29554224,0.440526396, 
4150,259906430,-0.483134717,0.613134921,-45.6849556,-0.104855672,-0.084215991,9.407776833,1.332465172,-1.310552239,0.425183475, 
4151,259914763,-0.482806444,0.613743365,-45.68555069,-0.095184162,-0.075344406,9.411406517,1.339329839,-1.225897193,0.461043417, 
4152,259923096,-0.483403295,0.614322782,-45.68631744,-0.101817735,-0.074814647,9.398084641,1.228125691,-1.22890687,0.404295057, 
4153,259931429,-0.483944684,0.613560677,-45.68606949,-0.08923313,-0.070750736,9.410002708,1.235425711,-1.390507102,0.53093189, 
4154,259939762,-0.484310955,0.614386261,-45.68650818,-0.107580364,-0.085901223,9.417757034,1.256775141,-1.201205015,0.441704661, 
4155,259948095,-0.48424837,0.614899397,-45.68648148,-0.102681965,-0.057533182,9.410024643,1.30708158,-1.23785913,0.502205431, 
4156,259956428,-0.484635174,0.615069032,-45.68714905,-0.094335236,-0.068568282,9.410183907,1.254802942,-1.278637171,0.412555695, 
4157,259964761,-0.485567212,0.614517331,-45.68778992,-0.109868802,-0.07647232,9.424915314,1.188667059,-1.364547014,0.440833777, 
4158,259973094,-0.485450149,0.615302801,-45.68803787,-0.110889159,-0.072173461,9.422403336,1.312806487,-1.204803944,0.46571812, 
4159,259981427,-0.485688418,0.615120769,-45.68782425,-0.107026979,-0.070518576,9.414763451,1.271413922,-1.322168469,0.545608878, 
4160,259989760,-0.486216366,0.615292847,-45.68803406,-0.092846625,-0.065147214,9.427493095,1.236796021,-1.279072285,0.467779964, 
4161,259998093,-0.486351162,0.615000963,-45.68836975,-0.089192703,-0.069166869,9.414538383,1.283644557,-1.334296703,0.475361735, 
4162,260006426,-0.4861449,0.614401102,-45.68877411,-0.09453693,-0.064676844,9.402486801,1.324691296,-1.370989084,0.444278896, 
4163,260014759,-0.485750407,0.613837004,-45.68961716,-0.093451694,-0.066268161,9.411906242,1.34856379,-1.366993308,0.404474348, 
4164,260023092,-0.485976756,0.613861024,-45.6892662,-0.09387216,-0.085133627,9.415234566,1.272297382,-1.297693968,0.536630988, 
4165,260031425,-0.486785769,0.614489496,-45.68984985,-0.088412091,-0.066854402,9.435476303,1.20294714,-1.222477913,0.434571147, 
4166,260039758,-0.487737983,0.615374088,-45.69059372,-0.089101419,-0.074966855,9.413877487,1.186707616,-1.193354368,0.405268401, 
4167,260048091,-0.488091946,0.616243303,-45.6901741,-0.090568677,-0.090415522,9.405665398,1.255840302,-1.1962744,0.561694562, 
4168,260056424,-0.48812139,0.616722167,-45.68942261,-0.092523128,-0.076089904,9.437857628,1.295362949,-1.243558288,0.584670484, 
4169,260064757,-0.488321871,0.616434157,-45.68899536,-0.088246815,-0.096370988,9.434733391,1.27579391,-1.333438754,0.564947546, 
4170,260073090,-0.487484694,0.617433608,-45.68946457,-0.103340141,-0.096466668,9.411205292,1.400765777,-1.180265546,0.441282064, 
4171,260081423,-0.487262011,0.618431985,-45.6896553,-0.10624586,-0.065410532,9.401143074,1.326663852,-1.17877996,0.479600936, 
4172,260089756,-0.487271667,0.61837101,-45.68976593,-0.093853354,-0.066774718,9.407729149,1.297873139,-1.308003664,0.481419533, 
4173,260098089,-0.488104105,0.618571997,-45.68964386,-0.088387743,-0.062175348,9.402657509,1.200385571,-1.274090648,0.539128482, 
4174,260106422,-0.487954259,0.618002474,-45.69007111,-0.108133487,-0.074757531,9.413247108,1.318518281,-1.368837476,0.440616041, 
4175,260114755,-0.488297433,0.617814839,-45.69026947,-0.105799392,-0.068685383,9.444826126,1.258478642,-1.321655989,0.471865445, 
4176,260123088,-0.488711089,0.618165255,-45.69104385,-0.10029304,-0.069482855,9.41710186,1.251639485,-1.256391048,0.400939614, 
4177,260131421,-0.488936216,0.618691206,-45.69116211,-0.085036151,-0.062012397,9.429250717,1.272976398,-1.237436533,0.508109689, 
4178,260139754,-0.489653826,0.619301021,-45.69097519,-0.107437216,-0.080360264,9.389345169,1.212782741,-1.226243019,0.516536653, 
4179,260148087,-0.489360482,0.620053947,-45.69159698,-0.104930565,-0.067241997,9.407502174,1.335295677,-1.20892787,0.456061512, 
4180,260156420,-0.489589125,0.620605707,-45.692379,-0.087238856,-0.085415214,9.41299057,1.273975134,-1.232620955,0.402015418, 
4181,260164753,-0.489418477,0.621367693,-45.69249725,-0.101583287,-0.060528006,9.407987595,1.320669889,-1.209311962,0.49799192, 
4182,260173086,-0.488481432,0.620843768,-45.69282913,-0.0956681,-0.085312322,9.390592575,1.41167748,-1.361793637,0.455164999, 
4183,260181419,-0.48887977,0.620380938,-45.69395828,-0.09199506,-0.072490551,9.420712471,1.253868222,-1.353392124,0.37496683, 
4184,260189752,-0.488485575,0.619922101,-45.69451141,-0.085868642,-0.083578378,9.428594589,1.34830761,-1.35467279,0.429320157, 
4185,260198085,-0.488609284,0.620291889,-45.69492722,-0.09344817,-0.070100658,9.42241478,1.285142899,-1.254367352,0.459852368, 
4186,260206418,-0.488330573,0.619781971,-45.69471359,-0.086971335,-0.078063853,9.438250542,1.333451629,-1.362024188,0.521480322, 
4187,260214751,-0.488163084,0.619574845,-45.69525528,-0.098112561,-0.076070115,9.414110184,1.319491625,-1.323013663,0.434238106, 
4188,260223084,-0.488297433,0.618768632,-45.69546127,-0.114954248,-0.077147894,9.42768383,1.284758687,-1.397141218,0.468970984, 
4189,260231417,-0.488792449,0.618371844,-45.69629288,-0.114704452,-0.066885471,9.420643806,1.241329908,-1.345080256,0.412376344, 
4190,260239750,-0.487811685,0.618628263,-45.6961174,-0.103125393,-0.092805207,9.411866188,1.416134238,-1.269582391,0.516024351, 
4191,260248083,-0.487360537,0.618230045,-45.69657898,-0.087009229,-0.083632536,9.412793159,1.354070902,-1.34732163,0.459058344, 
4192,260256416,-0.486310959,0.618566155,-45.69659424,-0.098778598,-0.090755202,9.425250053,1.426917791,-1.259925723,0.49307403, 
4193,260264749,-0.486041814,0.618454456,-45.69677353,-0.081090868,-0.07842315,9.386463165,1.331402302,-1.31228137,0.494866997, 
4194,260273082,-0.486264706,0.617689192,-45.69737625,-0.101595357,-0.08803951,9.4248209,1.273744822,-1.391455054,0.42276299, 
4195,260281415,-0.486829251,0.617332935,-45.69753647,-0.088441215,-0.082956538,9.439754486,1.233043551,-1.341840148,0.483519882, 
4196,260289748,-0.486528188,0.617429972,-45.69781876,-0.097718693,-0.059836812,9.407757759,1.335769534,-1.288985133,0.460889697, 
4197,260298081,-0.485857815,0.616435945,-45.69738388,-0.082011029,-0.071145594,9.424871445,1.378545284,-1.418772459,0.56470418, 
4198,260306414,-0.485500038,0.616485953,-45.69680405,-0.106852077,-0.079516955,9.431915283,1.342467666,-1.293429255,0.563948572, 
4199,260314747,-0.485178649,0.616403401,-45.69753647,-0.097312912,-0.068610959,9.387372017,1.339957356,-1.308490276,0.428628594, 
4200,260323080,-0.484680861,0.616215765,-45.69778824,-0.097353444,-0.086255632,9.421951294,1.35989821,-1.322847128,0.465346605, 
4201,260331413,-0.484334588,0.616919637,-45.69828415,-0.092996649,-0.07673125,9.421320915,1.341481686,-1.214371085,0.456535339, 
4202,260339746,-0.484945506,0.616574883,-45.69914246,-0.086054094,-0.077416308,9.398825645,1.228048801,-1.340123892,0.391308635, 
4203,260348079,-0.485042363,0.615097225,-45.69946289,-0.09444011,-0.072831623,9.424789429,1.287896633,-1.477326632,0.471109807, 
4204,260356412,-0.48525399,0.614596903,-45.69968414,-0.081806548,-0.05381266,9.407539368,1.274948478,-1.359462619,0.467254847, 
4205,260364745,-0.485008806,0.614762962,-45.6996994,-0.080805697,-0.077889778,9.393644333,1.329430103,-1.278905988,0.496890545, 
4206,260373078,-0.484968305,0.614086628,-45.69978714,-0.113376558,-0.072771527,9.426430702,1.30568552,-1.381157994,0.482828319, 
4207,260381411,-0.485206872,0.614292204,-45.69981766,-0.102465704,-0.064815864,9.404047966,1.270581484,-1.275794029,0.508276105, 
4208,260389744,-0.485029608,0.614622116,-45.69970703,-0.0804791,-0.071334943,9.417613029,1.321067095,-1.260066748,0.509889781, 
4209,260398077,-0.484701931,0.614211917,-45.69978714,-0.088176467,-0.076281674,9.412063599,1.339150786,-1.348358989,0.504254699, 
4210,260406410,-0.48406437,0.614697278,-45.6999054,-0.088281736,-0.077280305,9.402015686,1.376214385,-1.241598725,0.480843186, 
4211,260414743,-0.483701199,0.614153206,-45.69912338,-0.091602325,-0.08118473,9.40463829,1.342352509,-1.365033865,0.608607054, 
4212,260423076,-0.483698636,0.61381954,-45.69942093,-0.087534577,-0.058692459,9.418535233,1.300229669,-1.33979094,0.457290947, 
4213,260431409,-0.482933223,0.613994658,-45.69889069,-0.086498953,-0.064047962,9.449406624,1.391096115,-1.279866457,0.554176748, 
4214,260439742,-0.482521713,0.613862634,-45.69916153,-0.105471343,-0.074626915,9.406816483,1.349370718,-1.315214038,0.465346605, 
4215,260448075,-0.482772171,0.613320947,-45.69944,-0.102297753,-0.081879184,9.385966301,1.269403219,-1.364111781,0.484275579, 
4216,260456408,-0.483217597,0.613266885,-45.69931793,-0.089172848,-0.069221064,9.400297165,1.247234106,-1.305801034,0.509185433, 
4217,260464741,-0.48333022,0.61414355,-45.69946289,-0.111220904,-0.073214903,9.413907051,1.285117388,-1.193840981,0.484954327, 
4218,260473074,-0.48355633,0.614121497,-45.70028305,-0.092626944,-0.102591112,9.414166451,1.274129033,-1.302086949,0.397251159, 
4219,260481407,-0.483814746,0.614332139,-45.70045471,-0.108589113,-0.075610727,9.401187897,1.268250346,-1.274538755,0.495545745, 
4220,260489740,-0.483603656,0.614939392,-45.70053101,-0.113332473,-0.072275221,9.422976494,1.326010585,-1.225718021,0.48686257, 
4221,260498073,-0.484009206,0.614507854,-45.70156097,-0.089626692,-0.08591295,9.400028229,1.252331138,-1.350343943,0.387799472, 
4222,260506406,-0.484025538,0.615279019,-45.70128632,-0.090010993,-0.07271874,9.428072929,1.297232985,-1.207775235,0.529138863, 
4223,260514739,-0.484047681,0.615187049,-45.7019577,-0.096146978,-0.056533102,9.40704155,1.296797395,-1.309258819,0.439668328, 
4224,260523072,-0.4834387,0.616142213,-45.70157242,-0.113005579,-0.085626706,9.442069054,1.371949553,-1.186797142,0.542944908, 
4225,260531405,-0.483623356,0.615873694,-45.70137024,-0.090377755,-0.078098916,9.403731346,1.27809906,-1.330979586,0.532622337, 
4226,260539738,-0.483085692,0.615920365,-45.70134735,-0.082823664,-0.081799805,9.413258553,1.364482999,-1.294978857,0.49695459, 
4227,260548071,-0.483282357,0.615476251,-45.70159531,-0.108119272,-0.063977651,9.414819717,1.276088357,-1.351765633,0.478281766, 
4228,260556404,-0.482741565,0.615091205,-45.70176697,-0.087790787,-0.073394999,9.400912285,1.364086032,-1.346399426,0.47537455, 
4229,260564737,-0.482988089,0.615387022,-45.70135117,-0.093482211,-0.065800086,9.424045563,1.269467115,-1.265586495,0.56612581, 
4230,260573070,-0.482634187,0.615936279,-45.70145035,-0.087491669,-0.072979167,9.410582542,1.342826247,-1.232697845,0.484723747, 
4231,260581403,-0.482741833,0.616025388,-45.70093918,-0.086287804,-0.066326365,9.42258358,1.2858603,-1.289920211,0.554189622, 
4232,260589736,-0.483126193,0.616591573,-45.70020676,-0.07381773,-0.063799597,9.407654762,1.253778577,-1.233146191,0.584196687, 
4233,260598069,-0.483790725,0.616236389,-45.70050812,-0.095127776,-0.064616531,9.41190815,1.219762802,-1.34100771,0.469777972, 
4234,260606402,-0.483901888,0.615530431,-45.70023346,-0.101745352,-0.081348345,9.423017502,1.285911441,-1.384641528,0.52831918, 
4235,260614735,-0.484138429,0.615000248,-45.70022964,-0.09933529,-0.073785178,9.410906792,1.271388173,-1.364380598,0.523708582, 
4236,260623068,-0.484586984,0.615123987,-45.70008469,-0.085130438,-0.090320848,9.420663834,1.245389819,-1.28456676,0.513283789, 
4237,260631401,-0.484487206,0.615142167,-45.70012665,-0.093849562,-0.073554322,9.420247078,1.311576843,-1.297809124,0.512848139, 
4238,260639734,-0.483989835,0.615073025,-45.70001984,-0.110495821,-0.08186464,9.417209625,1.35969317,-1.307811499,0.509403169, 
4239,260648067,-0.483837217,0.615189791,-45.69933701,-0.095657147,-0.079992399,9.399019241,1.316763639,-1.286474943,0.605840683, 
4240,260656400,-0.483999848,0.61552906,-45.69926453,-0.099675193,-0.079528265,9.427961349,1.279482126,-1.259439111,0.504318655, 
4241,260664733,-0.484055877,0.616479456,-45.70001602,-0.0988153,-0.08161404,9.43434906,1.294594526,-1.18341589,0.41771692, 
4242,260673066,-0.484081447,0.616301894,-45.69976807,-0.089979075,-0.092733607,9.407402992,1.297412276,-1.322014809,0.524528325, 
4243,260681399,-0.484365106,0.616982758,-45.70061874,-0.103457741,-0.085728079,9.410616875,1.266815901,-1.216599226,0.407970697, 
4244,260689732,-0.484496653,0.617519259,-45.70098114,-0.081587926,-0.069006212,9.460216522,1.283926129,-1.235144019,0.452052832, 
4245,260698065,-0.484046012,0.61814636,-45.70135117,-0.091656618,-0.059420679,9.440859795,1.353379369,-1.224731803,0.470892072, 
4246,260706398,-0.483522505,0.618575156,-45.70110703,-0.086329564,-0.083744645,9.419289589,1.36375308,-1.247707844,0.523887932, 
4247,260714731,-0.483267635,0.619004548,-45.70167923,-0.095133923,-0.074978322,9.416357994,1.329481125,-1.247349143,0.439002365, 
4248,260723064,-0.482964814,0.618868291,-45.70176697,-0.083871529,-0.077218644,9.404682159,1.336448431,-1.316174746,0.484826207, 
4249,260731397,-0.483070672,0.619401753,-45.70187378,-0.088903159,-0.058737416,9.417784691,1.286807775,-1.235617757,0.496455073, 
4250,260739730,-0.483800113,0.619645476,-45.70109558,-0.096863158,-0.085781455,9.409664154,1.2113868,-1.272156596,0.586834848, 
4251,260748063,-0.483829677,0.619872212,-45.70170975,-0.092410877,-0.087244235,9.374406815,1.29704082,-1.270978212,0.46662733, 
4252,260756396,-0.483598679,0.620052397,-45.70210648,-0.097126447,-0.088120714,9.431931496,1.32853353,-1.277318001,0.447301358, 
4253,260764729,-0.484130383,0.621128023,-45.70210266,-0.086822674,-0.08418721,9.423319817,1.234298706,-1.17114687,0.506982565, 
4254,260773062,-0.48413977,0.6213305,-45.70178223,-0.101380885,-0.089019366,9.41612339,1.299128413,-1.275038242,0.532647967, 
4255,260781395,-0.484282136,0.621095717,-45.70225525,-0.087875776,-0.083179869,9.416601181,1.282684088,-1.328469515,0.473812103, 
4256,260789728,-0.484005988,0.620755374,-45.70220184,-0.078233495,-0.058169656,9.417396545,1.333131313,-1.340495229,0.501744449, 
4257,260798061,-0.483783484,0.620840788,-45.70291901,-0.086266287,-0.083748125,9.425348282,1.327150226,-1.287819743,0.425298721, 
4258,260806394,-0.483288169,0.6205827,-45.7032547,-0.107277825,-0.0805813,9.415815353,1.359424472,-1.330749393,0.455830991, 
4259,260814727,-0.482899815,0.620675862,-45.70402908,-0.07687857,-0.084327646,9.416183472,1.346104741,-1.288306236,0.418946415, 
4260,260823060,-0.482038617,0.621206284,-45.70432663,-0.091468297,-0.069382839,9.42421627,1.403993011,-1.235617876,0.461081862, 
4261,260831393,-0.481814682,0.621461868,-45.70461655,-0.097375773,-0.073025741,9.444503784,1.327560186,-1.268045545,0.491152972, 
4262,260839726,-0.482057691,0.621035516,-45.70480728,-0.075280234,-0.072773613,9.419522285,1.271183252,-1.350267291,0.471737385, 
4263,260848059,-0.481771499,0.621053517,-45.70518112,-0.088000171,-0.07893385,9.398488045,1.334014893,-1.297604322,0.468356282, 
4264,260856392,-0.481648177,0.621007502,-45.70549393,-0.094409645,-0.078480929,9.392903328,1.315393567,-1.304187298,0.460159779, 
4265,260864725,-0.481209993,0.620683849,-45.70513916,-0.097772375,-0.068373799,9.430524826,1.351791263,-1.339278698,0.548349559, 
4266,260873058,-0.481510371,0.620790124,-45.70455933,-0.116445251,-0.077227369,9.397533417,1.262230992,-1.288242459,0.566010535, 
4267,260881391,-0.481798202,0.620657027,-45.70479202,-0.091988958,-0.079957634,9.424097061,1.265817046,-1.314548254,0.501513898, 
4268,260889724,-0.481883824,0.621038079,-45.70558548,-0.093723297,-0.079745546,9.393240929,1.290060878,-1.252651215,0.401042044, 
4269,260898057,-0.482523561,0.62098062,-45.70549774,-0.082696162,-0.076384574,9.413936615,1.222977281,-1.306492567,0.529369414, 
4270,260906390,-0.48269999,0.621271908,-45.70563126,-0.098447509,-0.071264543,9.423189163,1.278252721,-1.265868187,0.479549676, 
4271,260914723,-0.48314026,0.621557415,-45.70542526,-0.100259379,-0.067937538,9.410069466,1.247285128,-1.264638782,0.522888958, 
4272,260923056,-0.482766539,0.622570634,-45.70611191,-0.108341381,-0.07767608,9.437368393,1.345502973,-1.178177834,0.41647467, 
4273,260931389,-0.482259125,0.622097313,-45.70609665,-0.100972049,-0.050425299,9.390946388,1.36005199,-1.355761647,0.505228043, 
4274,260939722,-0.482637823,0.621305168,-45.70612335,-0.092797697,-0.069629915,9.406147957,1.253893495,-1.395194411,0.491050482, 
4275,260948055,-0.482599407,0.621251047,-45.70610428,-0.09743569,-0.073026322,9.424153328,1.30578804,-1.304673791,0.518508971, 
4276,260956388,-0.481970638,0.622133791,-45.70689392,-0.101096183,-0.082539439,9.404363632,1.376060843,-1.194468737,0.402130693, 
4277,260964721,-0.481824338,0.622187257,-45.70684052,-0.096202031,-0.063656278,9.412214279,1.316635609,-1.291418433,0.531380057, 
4278,260973054,-0.481335551,0.621365488,-45.70640945,-0.095930815,-0.079867207,9.410998344,1.357759595,-1.399907589,0.546377242, 
4279,260981387,-0.481091946,0.62171489,-45.70757675,-0.090695612,-0.060786907,9.40147686,1.330492973,-1.256378174,0.380563498, 
4280,260989720,-0.481580585,0.621979833,-45.70764542,-0.088956662,-0.069572464,9.419138908,1.241406679,-1.268468022,0.488220125, 
4281,260998053,-0.481469125,0.62192297,-45.70752335,-0.099595465,-0.072162315,9.411286354,1.31248641,-1.306479692,0.51462847, 
4282,261006386,-0.481802016,0.6221506,-45.70785522,-0.074384473,-0.079031222,9.428936958,1.260079384,-1.271516204,0.455613166, 
4283,261014719,-0.481832385,0.6217888,-45.70766449,-0.100499719,-0.089350156,9.388127327,1.295055628,-1.342762113,0.541408062, 
4284,261023052,-0.482073635,0.622349262,-45.7080574,-0.100546904,-0.080928393,9.396617889,1.271951675,-1.232518554,0.449939638, 
4285,261031385,-0.482427955,0.622181296,-45.70862579,-0.079959102,-0.085970998,9.406528473,1.257005572,-1.319594026,0.427821726, 
4286,261039718,-0.482008368,0.622935236,-45.70902634,-0.094185151,-0.074676596,9.418661118,1.350996971,-1.208159447,0.448018521, 
4287,261048051,-0.482075125,0.623431027,-45.70856094,-0.086383723,-0.085137166,9.431907654,1.29067564,-1.240458965,0.569686174, 
4288,261056384,-0.482557446,0.623201728,-45.70877075,-0.097226739,-0.076624796,9.401988029,1.241803765,-1.327419281,0.470200539, 
4289,261064717,-0.482064664,0.623208642,-45.7090416,-0.099294312,-0.063229896,9.402886391,1.359603524,-1.298244596,0.461824626, 
4290,261073050,-0.481582016,0.623265684,-45.70929337,-0.091754034,-0.094286732,9.429620743,1.35857892,-1.292532563,0.465641171, 
4291,261081383,-0.480687588,0.623654068,-45.71035004,-0.102355048,-0.071034655,9.402866364,1.408591032,-1.252254367,0.400235265, 
4292,261089716,-0.480861157,0.623378336,-45.71011353,-0.085874304,-0.061011691,9.441209793,1.277215362,-1.333861232,0.522363842, 
4293,261098049,-0.481188536,0.623767316,-45.710289,-0.10760086,-0.085783511,9.406790733,1.261526823,-1.251959801,0.487848788, 
4294,261106382,-0.481240988,0.62406677,-45.710289,-0.111444943,-0.078993142,9.419142723,1.292750359,-1.2642802,0.495071858, 
4295,261114715,-0.481085181,0.623627067,-45.71071243,-0.082692519,-0.070879973,9.415574074,1.319184303,-1.351496577,0.465692401, 
4296,261123048,-0.48196274,0.624159038,-45.71070862,-0.074896939,-0.062501408,9.423441887,1.193572164,-1.236668229,0.496557593, 
4297,261131381,-0.481591195,0.624643922,-45.71087265,-0.100263543,-0.062338948,9.411785126,1.345566988,-1.240612864,0.493407041, 
4298,261139714,-0.481507361,0.624532282,-45.71037292,-0.098100014,-0.074381895,9.401907921,1.308938503,-1.312870383,0.555777669, 
4299,261148047,-0.481133163,0.624359906,-45.71014404,-0.109793812,-0.066577606,9.378768921,1.345003486,-1.320605874,0.534671605, 
4300,261156380,-0.481197238,0.625053167,-45.71030807,-0.114082336,-0.079516463,9.417584419,1.291584969,-1.217111468,0.477974415, 
4301,261164713,-0.4812316,0.625084817,-45.71033096,-0.090714,-0.085410081,9.396958351,1.295836806,-1.295337439,0.516216457, 
4302,261173046,-0.481441379,0.625321567,-45.71066666,-0.093060434,-0.07909739,9.443102837,1.275025368,-1.269992113,0.456778616, 
4303,261181379,-0.481937259,0.625276506,-45.71036148,-0.087455183,-0.088746265,9.410607338,1.238986135,-1.305442214,0.559158683, 
4304,261189712,-0.482003361,0.62504828,-45.71050644,-0.091221601,-0.063940786,9.404623032,1.292827249,-1.327854753,0.479165465, 
4305,261198045,-0.481497824,0.624697208,-45.71038055,-0.087464668,-0.087944865,9.415934563,1.360307813,-1.341878414,0.517958224, 
4306,261206378,-0.481512427,0.624509394,-45.70969391,-0.102143548,-0.083067998,9.419869423,1.296784639,-1.322923899,0.578330934, 
4307,261214711,-0.481718153,0.625179231,-45.70954895,-0.093603373,-0.102275006,9.407956123,1.275473595,-1.219339848,0.528203964, 
4308,261223044,-0.48154211,0.625593007,-45.70917892,-0.092759445,-0.078740545,9.412758827,1.319837451,-1.250077009,0.539960861, 
4309,261231377,-0.48178795,0.626072824,-45.70907974,-0.070116818,-0.061292805,9.412882805,1.270414829,-1.242072701,0.529343784, 
4310,261239710,-0.482118577,0.625478983,-45.70927429,-0.076610312,-0.069994859,9.392034531,1.259349585,-1.370553613,0.471404403, 
4311,261248043,-0.482689738,0.625604093,-45.70939636,-0.098117344,-0.077502459,9.392889977,1.231225133,-1.285181522,0.516075671, 
4312,261256376,-0.482598454,0.625352025,-45.71002579,-0.091704533,-0.071272954,9.418703079,1.311756253,-1.329878211,0.42025274, 
4313,261264709,-0.482643157,0.626079142,-45.70973206,-0.094389752,-0.071799748,9.412029266,1.294223309,-1.212808371,0.568315804, 
4314,261273042,-0.482084155,0.625676394,-45.71020889,-0.072308995,-0.067819305,9.407653809,1.366596222,-1.346706867,0.440539211, 
4315,261281375,-0.481653482,0.625850499,-45.71044922,-0.081007048,-0.09346807,9.408504486,1.352201104,-1.279700041,0.501065671, 
4316,261289708,-0.481797487,0.626125932,-45.71114731,-0.094946705,-0.087816156,9.405688286,1.282517552,-1.265906572,0.412376344, 
4317,261298041,-0.481988043,0.626724184,-45.71121979,-0.091432698,-0.071768448,9.410920143,1.27649796,-1.22769022,0.526180387, 
4318,261306374,-0.482123256,0.62659055,-45.71116638,-0.08439967,-0.089038298,9.398626328,1.283209205,-1.316264272,0.500873506, 
4319,261314707,-0.478744447,0.613422036,-45.70440292,-0.075608701,-0.083139248,9.389489174,1.342019439,-1.229508877,0.526385307, 
4320,261323040,-0.478662074,0.613695383,-45.70476532,-0.108638734,-0.072552636,9.392533302,1.310539603,-1.266829014,0.451361269, 
4321,261331373,-0.477862775,0.613938153,-45.70497513,-0.106191941,-0.072957449,9.402824402,1.396295786,-1.269287825,0.499925762, 
4322,261339706,-0.478159726,0.614060223,-45.70510101,-0.112086795,-0.087721273,9.420545578,1.263562918,-1.283785343,0.47933197, 
4323,261348039,-0.478134751,0.613880217,-45.70570755,-0.081242926,-0.087196253,9.427122116,1.303303361,-1.31963253,0.433802664, 
4324,261356372,-0.478633791,0.614222169,-45.70555878,-0.098231189,-0.085724689,9.403757095,1.238397241,-1.258055925,0.512899458, 
4325,261364705,-0.478633463,0.614680946,-45.70565414,-0.101371743,-0.069410175,9.407279968,1.300639749,-1.242636323,0.496506363, 
4326,261373038,-0.478298098,0.614354253,-45.70565796,-0.075106211,-0.066942684,9.406124115,1.339240193,-1.337716103,0.495148748, 
4327,261381371,-0.477840304,0.614754677,-45.70555878,-0.103931136,-0.080293179,9.414563179,1.354455233,-1.250986457,0.525014997, 
4328,261389704,-0.477526277,0.614798129,-45.70598221,-0.09220285,-0.076375574,9.393631935,1.337754488,-1.293198586,0.4453547, 
4329,261398037,-0.477152646,0.614608109,-45.70604324,-0.081738666,-0.097434685,9.407079697,1.344388843,-1.321271896,0.499118954, 
4330,261406370,-0.477176279,0.614343643,-45.70597458,-0.086730607,-0.082857631,9.448272705,1.297130585,-1.330621243,0.503652692, 
4331,261414703,-0.477801621,0.614589393,-45.70664978,-0.095888637,-0.085800722,9.425323486,1.225295305,-1.269441485,0.462938875, 
