PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
137,320680156,6.28985405,-3.267011166,-81.83294678,0.415997505,0.793329477,9.553919792,29.52429962,0.232807964,-1.908262014,-0.948730469,0.055175781,-1.549316406, 
138,320688489,6.431908131,-3.293686867,-81.84864807,0.372962534,0.813316703,9.375008583,16.97402,-3.436752796,-1.559920192,-0.953125,0.051757813,-1.545898438, 
139,320696822,6.487740993,-3.301695824,-81.84840393,0.384441108,0.81266731,9.197293282,7.522030354,-1.941444159,-1.557614684,-0.949707031,0.050292969,-1.547363281, 
140,320705155,6.491744518,-3.261825323,-81.8598938,0.429436147,0.772998869,9.099740028,0.437491119,4.549395561,-1.956709862,-0.948242188,0.045410156,-1.548828125, 
141,320713488,6.435619354,-3.132776976,-81.85076141,0.455314845,0.689435244,9.151486397,-5.830402851,14.51297569,-2.347378492,-0.947753906,0.052246094,-1.55078125, 
142,320721821,6.344090939,-2.909046888,-81.84141541,0.597821176,0.722024441,9.286148071,-10.88631439,26.75475693,-1.928599715,-0.946777344,0.053222656,-1.551757813, 
143,320730154,6.236434937,-2.634757757,-81.80506134,0.544502616,0.793116271,9.363780975,-11.81383514,32.21417618,-0.953285992,-0.944335938,0.055175781,-1.551757813, 
144,320738487,6.166018963,-2.382025242,-81.79289246,0.501635194,0.844937384,9.200959206,-8.347006798,30.25742722,-1.882635117,-0.937011719,0.054199219,-1.556640625, 
145,320746820,6.127389431,-2.13633585,-81.77398682,0.361164212,0.935142875,9.175197601,-3.614362717,28.60686684,-2.777212381,-0.935546875,0.0546875,-1.55859375, 
146,320755153,6.131558895,-1.880762815,-81.7697525,0.109516375,0.983760118,9.274630547,0.559543431,30.495821,-2.829107285,-0.932617188,0.055664063,-1.561523438, 
147,320763486,6.161427975,-1.597305775,-81.74312592,-0.087518811,0.975865901,9.287466049,4.617277145,33.2417984,-2.400478601,-0.925292969,0.058105469,-1.560546875, 
148,320771819,6.239397526,-1.270277381,-81.73320007,-0.109562881,0.975536048,9.283654213,9.429869652,39.08714676,-3.120317698,-0.921386719,0.053710938,-1.565429688, 
149,320780152,6.339573383,-0.833693922,-81.70523834,0.032702766,0.921497166,9.183655739,13.01231956,51.47493362,-4.353085995,-0.916015625,0.053222656,-1.565917969, 
150,320788485,6.44837141,-0.329050809,-81.69603729,-0.066364788,0.87304765,9.277304649,13.11415005,60.24767685,-5.714543343,-0.90625,0.053222656,-1.570800781, 
151,320796818,6.533139706,0.180355072,-81.70167542,-0.260400295,0.845172286,9.371970177,11.11484814,59.64553452,-9.633252144,-0.893554688,0.052734375,-1.575683594, 
152,320805151,6.599740028,0.620004654,-81.74755096,-0.49287352,1.138020158,9.501163483,8.07946682,51.72333527,-11.57491016,-0.891601563,0.049316406,-1.579101563, 
153,320813484,6.629416466,1.095434666,-81.78206635,-0.502898335,0.757104099,9.078077316,4.613598347,55.15247345,-12.75668144,-0.885253906,0.049316406,-1.583496094, 
154,320821817,6.635757446,1.65373683,-81.8276825,-0.239567518,0.846566021,9.27829361,0.943375945,65.85543823,-13.25294685,-0.875488281,0.045898438,-1.585449219, 
155,320830150,6.601183891,2.281942606,-81.86096191,-0.597174287,0.834501922,9.277083397,-2.982062101,73.31900024,-14.75270462,-0.865234375,0.047851563,-1.587890625, 
156,320838483,6.577880383,2.975245476,-81.91929626,-0.766750038,0.812289238,9.222450256,-2.422647715,81.7831955,-16.57728958,-0.853027344,0.048339844,-1.594238281, 
157,320846816,6.624286175,3.798190117,-82.02324677,-1.101268768,0.607197702,9.309080124,7.411516666,95.56038666,-25.83441925,-0.841796875,0.046386719,-1.599121094, 
158,320855149,6.645339012,4.614598274,-82.15192413,-0.770881772,0.695794344,9.869350433,3.715018511,95.47168732,-26.70608139,-0.83203125,0.045898438,-1.602539063, 
159,320863482,6.632111549,5.464912415,-82.25793457,-1.208966255,0.720659614,9.696975708,0.758598149,98.70346832,-26.62146568,-0.813964844,0.044921875,-1.611816406, 
