PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
588,4226539277,-0.354298,-0.604481,0.282073,-0.655375,9.766326904,0.576275945,1.074972153,-0.238148347,0.019466817,-0.292143136,-2.041503906,0.825195313,-0.399414063
589,4226547610,-0.35432,-0.604498,0.282063,-0.655352,9.757743835,0.561026096,1.068563223,-0.292488933,0.032402009,-0.434366167,-2.041992188,0.8203125,-0.397949219
590,4226555943,-0.354333,-0.60452,0.282056,-0.655328,9.750556946,0.585338533,1.0996418,-0.232602865,-0.075792514,-0.356678218,-2.038085938,0.824707031,-0.399902344
591,4226564276,-0.354349,-0.604548,0.282053,-0.655294,9.730412483,0.60819906,1.067282796,-0.296318293,-0.208026022,-0.402873516,-2.040039063,0.821777344,-0.396972656
592,4226572609,-0.35436,-0.604577,0.282062,-0.655258,9.757464409,0.599343836,1.098598003,-0.373622,-0.317603707,-0.304412365,-2.04296875,0.820800781,-0.3984375
593,4226580942,-0.354381,-0.604609,0.282061,-0.655218,9.760418892,0.609994352,1.083419442,-0.346432507,-0.283498347,-0.481598824,-2.041992188,0.819824219,-0.400878906
594,4226589275,-0.354396,-0.604647,0.28206,-0.655175,9.753538132,0.601696968,1.083648324,-0.298559487,-0.399325907,-0.476732045,-2.041503906,0.821777344,-0.396972656
595,4226597608,-0.354408,-0.604687,0.28207,-0.655127,9.779910088,0.619078577,1.075694561,-0.38122943,-0.513091564,-0.383970201,-2.040527344,0.822265625,-0.395996094
596,4226605941,-0.354435,-0.604715,0.282074,-0.655085,9.780146599,0.61175406,1.055731058,-0.469444871,-0.28046307,-0.505970836,-2.043457031,0.822753906,-0.3984375
597,4226614274,-0.354456,-0.604747,0.282081,-0.65504,9.76894474,0.600938797,1.086530924,-0.403385788,-0.359687865,-0.434148461,-2.044921875,0.821289063,-0.399414063
598,4226622607,-0.354478,-0.604777,0.282075,-0.655004,9.767871857,0.619085729,1.066732049,-0.311097682,-0.211868137,-0.518291235,-2.040039063,0.819335938,-0.3984375
599,4226630940,-0.354502,-0.604804,0.282084,-0.654962,9.787020683,0.617826939,1.061875582,-0.490064323,-0.29309085,-0.414784133,-2.041992188,0.823242188,-0.3984375
600,4226639273,-0.354528,-0.604822,0.282092,-0.654928,9.777463913,0.600152135,1.049643993,-0.522197425,-0.147230625,-0.389285177,-2.042480469,0.822753906,-0.400390625
601,4226647606,-0.354563,-0.604836,0.282091,-0.654897,9.794610023,0.602312267,1.059057117,-0.532814443,0.004226348,-0.490960836,-2.042480469,0.821777344,-0.397949219
602,4226655939,-0.354603,-0.604841,0.282098,-0.654867,9.791433334,0.605266392,1.052397728,-0.683503091,0.082144849,-0.451233149,-2.041992188,0.822753906,-0.401855469
603,4226664272,-0.354655,-0.604838,0.282107,-0.654838,9.790040016,0.570489168,1.047899008,-0.8378672,0.177135229,-0.500809491,-2.040527344,0.822753906,-0.3984375
604,4226672605,-0.35471,-0.604836,0.282095,-0.654815,9.773043633,0.565589607,1.052175999,-0.637230933,0.343807042,-0.671886981,-2.041503906,0.821289063,-0.398925781
605,4226680938,-0.354769,-0.604833,0.282074,-0.654796,9.766534805,0.573636532,1.041225076,-0.602741361,0.444150835,-0.75611937,-2.040527344,0.822265625,-0.397949219
606,4226689271,-0.354837,-0.604825,0.282051,-0.654776,9.781820297,0.599165022,1.047784209,-0.671797335,0.524784446,-0.847972095,-2.041503906,0.819824219,-0.397460938
607,4226697604,-0.354898,-0.604815,0.282022,-0.654764,9.784874916,0.582506061,1.061374545,-0.536374867,0.620069385,-0.779069722,-2.041503906,0.81640625,-0.3984375
608,4226705937,-0.354967,-0.604801,0.281984,-0.654756,9.802149773,0.59983778,1.028943419,-0.530509233,0.751496077,-0.896126807,-2.041992188,0.821289063,-0.397460938
609,4226714270,-0.35504,-0.604778,0.281941,-0.654757,9.784438133,0.619135797,1.026025295,-0.529292524,0.954501688,-0.897625208,-2.042480469,0.8203125,-0.398925781
610,4226722603,-0.355122,-0.604739,0.2819,-0.654766,9.804338455,0.621432185,1.086338043,-0.664753318,1.185580373,-0.866311669,-2.046386719,0.821777344,-0.396484375
611,4226730936,-0.355207,-0.604695,0.281868,-0.654774,9.787055969,0.623756528,1.060974002,-0.789033651,1.188987136,-0.784525573,-2.040527344,0.821289063,-0.399414063
612,4226739269,-0.355296,-0.604642,0.281825,-0.654792,9.769432068,0.636811197,1.079829216,-0.742287636,1.429427981,-0.845077574,-2.041992188,0.821777344,-0.396484375
613,4226747602,-0.355379,-0.604586,0.281797,-0.654812,9.743335724,0.650609612,1.061605215,-0.817491114,1.36879909,-0.639856398,-2.041992188,0.820800781,-0.3984375
614,4226755935,-0.355476,-0.604514,0.281785,-0.65483,9.746815681,0.644056559,1.079568863,-1.178472638,1.481040716,-0.587987602,-2.041015625,0.820800781,-0.398925781
615,4226764268,-0.355557,-0.604449,0.281779,-0.654849,9.740581512,0.607073307,1.086633682,-1.080779791,1.336499572,-0.40366751,-2.040527344,0.820800781,-0.399414063
616,4226772601,-0.355657,-0.604375,0.281763,-0.65487,9.708717346,0.584267914,1.136318564,-1.173298597,1.551710367,-0.619544327,-2.043457031,0.818847656,-0.399902344
617,4226780934,-0.355739,-0.604323,0.281739,-0.654884,9.737887383,0.649506748,1.085307956,-0.855502605,1.260092258,-0.638421953,-2.039550781,0.822265625,-0.400878906
618,4226789267,-0.355822,-0.604251,0.281732,-0.654908,9.812719345,0.652858198,1.030430913,-1.092715979,1.450687766,-0.395086735,-2.041503906,0.821289063,-0.399414063
619,4226797600,-0.35592,-0.604154,0.28175,-0.654937,9.746376038,0.563790798,1.09105885,-1.535355568,1.641616106,-0.185126871,-2.044921875,0.8203125,-0.402832031
620,4226805933,-0.356014,-0.604093,0.281723,-0.654953,9.780308723,0.570016801,1.056970358,-0.976171315,1.428633809,-0.727610707,-2.041992188,0.821289063,-0.401855469
621,4226814266,-0.356112,-0.604031,0.281681,-0.654976,9.783279419,0.636980176,1.124489784,-0.836663365,1.573239088,-0.85285151,-2.04296875,0.818359375,-0.399902344
622,4226822599,-0.356204,-0.603958,0.281663,-0.655,9.741339684,0.622707248,1.137310266,-1.063169956,1.551902413,-0.553318679,-2.040527344,0.816894531,-0.400390625
623,4226830932,-0.356289,-0.603896,0.281653,-0.655016,9.765403748,0.603424847,1.095020175,-1.097365022,1.307824373,-0.505240798,-2.041503906,0.821289063,-0.398925781
624,4226839265,-0.356389,-0.603834,0.281616,-0.655035,9.775447845,0.605856478,1.099128842,-0.934509695,1.531692743,-0.856796145,-2.042480469,0.816894531,-0.401367188
625,4226847598,-0.356476,-0.603777,0.281593,-0.655049,9.769634247,0.621198058,1.120565534,-0.966873288,1.323743582,-0.651895106,-2.041015625,0.819824219,-0.399414063
626,4226855931,-0.356554,-0.603727,0.281571,-0.655063,9.784789085,0.631474435,1.103848219,-0.840595126,1.219749689,-0.614242136,-2.041015625,0.817382813,-0.401855469
627,4226864264,-0.356627,-0.603682,0.281557,-0.65507,9.74516201,0.661130428,1.103025556,-0.875763476,1.068164706,-0.531277597,-2.040527344,0.8203125,-0.399414063
628,4226872597,-0.35669,-0.603643,0.281559,-0.655071,9.760489464,0.658840656,1.130335331,-0.92836231,0.83393538,-0.369613379,-2.041503906,0.818359375,-0.400390625
629,4226880930,-0.356746,-0.603594,0.281572,-0.65508,9.742823601,0.630680203,1.132187724,-0.978386939,0.908370376,-0.13590914,-2.041503906,0.81640625,-0.399902344
630,4226889263,-0.356792,-0.603561,0.281565,-0.655088,9.74260807,0.649585426,1.13519907,-0.648910999,0.820206285,-0.280911326,-2.041015625,0.818359375,-0.397949219
631,4226897596,-0.356841,-0.603523,0.281575,-0.655092,9.760669708,0.644120634,1.141965628,-0.75984621,0.764085412,-0.154197678,-2.042480469,0.8203125,-0.400878906
632,4226905929,-0.356884,-0.603475,0.281611,-0.655097,9.761857033,0.623513341,1.088913083,-1.095034003,0.707503557,0.150547653,-2.041992188,0.819824219,-0.400390625
633,4226914262,-0.356926,-0.603436,0.28163,-0.655102,9.756828308,0.582699597,1.115514517,-0.819527388,0.711755514,-0.012064304,-2.041992188,0.819824219,-0.40234375
634,4226922595,-0.356972,-0.603401,0.28163,-0.655109,9.788958549,0.584945202,1.125027776,-0.728942692,0.796141684,-0.222190678,-2.041503906,0.817382813,-0.401855469
635,4226930928,-0.357026,-0.603363,0.281637,-0.655112,9.783722878,0.583078325,1.100915551,-0.93206352,0.787970722,-0.240171894,-2.043945313,0.818359375,-0.404785156
636,4226939261,-0.357088,-0.603319,0.281623,-0.655125,9.748531342,0.624865234,1.078469872,-0.749818206,1.059737682,-0.427693665,-2.042480469,0.815917969,-0.400878906
637,4226947594,-0.357156,-0.603278,0.281619,-0.655128,9.754875183,0.639328241,1.129784346,-0.878248036,0.914505005,-0.434353381,-2.041503906,0.815917969,-0.399902344
638,4226955927,-0.357212,-0.603238,0.281616,-0.655136,9.74636364,0.643283784,1.13970542,-0.804722369,0.906065166,-0.305526614,-2.044921875,0.819824219,-0.401367188
639,4226964260,-0.357272,-0.603195,0.281608,-0.655146,9.787070274,0.610416472,1.089199185,-0.881846845,0.985981464,-0.384008586,-2.044433594,0.818847656,-0.402832031
640,4226972593,-0.35733,-0.603141,0.281621,-0.655158,9.790060043,0.56663394,1.047791362,-1.015143275,0.989746809,-0.114828609,-2.04296875,0.815429688,-0.400390625
641,4226980926,-0.35742,-0.603096,0.281582,-0.655168,9.788764954,0.582210541,1.083953381,-0.774625719,1.27297616,-0.889607966,-2.039550781,0.820800781,-0.403320313
642,4226989259,-0.357499,-0.603048,0.281552,-0.655181,9.777428627,0.629514575,1.110342979,-0.76377809,1.242495418,-0.681556404,-2.043457031,0.814941406,-0.400390625
643,4226997592,-0.357585,-0.602994,0.281534,-0.655192,9.76834774,0.655937076,1.126176596,-0.940951824,1.244928718,-0.629072785,-2.043457031,0.816894531,-0.399902344
644,4227005925,-0.357665,-0.602932,0.28154,-0.655202,9.752710342,0.645778358,1.131284595,-1.185426831,1.162233233,-0.368742585,-2.04296875,0.816894531,-0.401367188
645,4227014258,-0.357735,-0.602884,0.281516,-0.655219,9.729761124,0.61266923,1.149161458,-0.883601427,1.193879485,-0.546876729,-2.041015625,0.818359375,-0.399902344
646,4227022591,-0.357807,-0.602843,0.281493,-0.655227,9.772550583,0.631424129,1.12660861,-0.769592404,1.072775245,-0.61262846,-2.041992188,0.818359375,-0.399902344
647,4227030924,-0.357878,-0.602795,0.281483,-0.655237,9.751056671,0.649141729,1.154375911,-0.856194317,1.083379626,-0.465961337,-2.045410156,0.819335938,-0.405273438
648,4227039257,-0.357938,-0.602756,0.281474,-0.655244,9.768544197,0.626381636,1.142688155,-0.7849738,0.930834115,-0.400222421,-2.041503906,0.819335938,-0.403808594
649,4227047590,-0.357972,-0.602737,0.281442,-0.655256,9.735375404,0.658039868,1.137273431,-0.436735511,0.794169307,-0.431074709,-2.044921875,0.819824219,-0.402832031
650,4227055923,-0.35802,-0.602715,0.281434,-0.655253,9.767807961,0.656681061,1.135292053,-0.650665581,0.645017624,-0.412017733,-2.04296875,0.818847656,-0.404296875
651,4227064256,-0.358071,-0.602677,0.281444,-0.655256,9.75951767,0.618856847,1.095136046,-0.849431932,0.755005181,-0.176725402,-2.044921875,0.815917969,-0.401367188
652,4227072589,-0.358116,-0.602655,0.281425,-0.65526,9.753129959,0.656816959,1.153817892,-0.490128338,0.750663579,-0.432419509,-2.043945313,0.81640625,-0.401855469
653,4227080922,-0.358142,-0.60265,0.281393,-0.655265,9.755862236,0.682502806,1.142022848,-0.352874488,0.572785497,-0.459839553,-2.044433594,0.816894531,-0.401367188
654,4227089255,-0.358184,-0.602609,0.28142,-0.655268,9.752808571,0.619986951,1.138939977,-0.984752059,0.667993665,0.047207035,-2.041992188,0.816894531,-0.403808594
655,4227097588,-0.35823,-0.602581,0.281428,-0.655265,9.765562057,0.612247586,1.085608482,-0.684834957,0.62647289,-0.214275867,-2.044921875,0.818359375,-0.403320313
656,4227105921,-0.358273,-0.602562,0.281419,-0.655263,9.777864456,0.653898597,1.122374058,-0.572490931,0.600346446,-0.379666984,-2.043945313,0.819335938,-0.403808594
657,4227114254,-0.358335,-0.602527,0.281439,-0.655253,9.7507267,0.63050878,1.159640312,-0.896792829,0.634900093,-0.248957574,-2.040039063,0.81640625,-0.401367188
658,4227122587,-0.358374,-0.602503,0.281447,-0.65525,9.745948792,0.62373507,1.131386638,-0.730005622,0.542752802,-0.189468488,-2.043457031,0.817871094,-0.403808594
659,4227130920,-0.358425,-0.602488,0.281434,-0.655241,9.76145649,0.607533872,1.140749693,-0.567624211,0.573784471,-0.522594452,-2.042480469,0.815917969,-0.399902344
660,4227139253,-0.358464,-0.602472,0.281427,-0.655237,9.754567146,0.6406582,1.120271325,-0.549361348,0.541945994,-0.339708835,-2.041992188,0.817382813,-0.403320313
661,4227147586,-0.3585,-0.602463,0.281428,-0.655225,9.748373985,0.620130002,1.090572476,-0.613191962,0.355423123,-0.308946073,-2.042480469,0.815429688,-0.403808594
662,4227155919,-0.358536,-0.602456,0.281423,-0.655214,9.764624596,0.638913393,1.124047756,-0.529420674,0.378450364,-0.37478748,-2.042480469,0.81640625,-0.404296875
663,4227164252,-0.358559,-0.602451,0.281416,-0.65521,9.753845215,0.64201057,1.133947372,-0.281346768,0.390168875,-0.230502501,-2.04296875,0.816894531,-0.40234375
664,4227172585,-0.358579,-0.602448,0.281414,-0.655202,9.769095421,0.643906057,1.139054418,-0.389054596,0.292706668,-0.202019468,-2.043945313,0.817871094,-0.404296875
665,4227180918,-0.358599,-0.602445,0.281412,-0.655194,9.747951508,0.657253265,1.132831454,-0.415847093,0.290888011,-0.195897639,-2.042480469,0.818359375,-0.403808594
666,4227189251,-0.358622,-0.60243,0.281414,-0.655195,9.763910294,0.651115894,1.153124213,-0.474337161,0.455958992,-0.105159238,-2.0390625,0.814941406,-0.405761719
667,4227197584,-0.35864,-0.60242,0.281428,-0.655189,9.76200676,0.659814,1.127295256,-0.451028228,0.296407908,0.002458967,-2.042480469,0.815917969,-0.404296875
668,4227205917,-0.358659,-0.602402,0.281435,-0.655191,9.7458992,0.636918068,1.129526973,-0.505125523,0.465769231,-0.013537123,-2.043457031,0.819335938,-0.405273438
669,4227214250,-0.358679,-0.602392,0.281443,-0.655186,9.782643318,0.625172377,1.129727244,-0.430921108,0.338133574,-0.062409088,-2.041503906,0.81640625,-0.402832031
670,4227222583,-0.358706,-0.602379,0.281439,-0.655185,9.755962372,0.62211138,1.13335371,-0.451899141,0.471327513,-0.211893752,-2.043457031,0.819824219,-0.401855469
671,4227230916,-0.358732,-0.602367,0.281439,-0.655182,9.738602638,0.650894761,1.120135188,-0.564268827,0.431369364,-0.181873888,-2.045898438,0.81640625,-0.404785156
672,4227239249,-0.35875,-0.60235,0.281443,-0.655186,9.751198769,0.637296855,1.136057377,-0.458558857,0.476604044,-0.016380303,-2.043945313,0.817871094,-0.402832031
673,4227247582,-0.358773,-0.602331,0.281455,-0.655186,9.764325142,0.639671266,1.140070081,-0.614139676,0.451066673,-0.010822013,-2.041992188,0.818359375,-0.404785156
674,4227255915,-0.358803,-0.602309,0.28146,-0.655188,9.755204201,0.651001692,1.13396883,-0.591138124,0.538590491,-0.105466604,-2.045898438,0.816894531,-0.405761719
675,4227264248,-0.358828,-0.602283,0.28147,-0.655193,9.766884804,0.660579801,1.175147772,-0.59257251,0.566125751,0.004508105,-2.044433594,0.817871094,-0.404296875
676,4227272581,-0.358847,-0.602257,0.281482,-0.655201,9.751120567,0.640122235,1.121644497,-0.558236539,0.558351815,0.091609307,-2.043457031,0.81640625,-0.402832031
677,4227280914,-0.358864,-0.602244,0.2815,-0.655196,9.772722244,0.634978831,1.13079989,-0.526270032,0.308382571,0.058387645,-2.044433594,0.814453125,-0.40234375
678,4227289247,-0.358879,-0.602229,0.28151,-0.655198,9.760890961,0.642218649,1.129319549,-0.478768468,0.403705925,0.04152067,-2.044433594,0.817871094,-0.404785156
679,4227297580,-0.358889,-0.602213,0.281525,-0.6552,9.74759388,0.670800745,1.12817502,-0.635732412,0.362825632,0.114470012,-2.042480469,0.814941406,-0.400878906
680,4227305913,-0.358909,-0.602185,0.281561,-0.6552,9.748553276,0.649399281,1.140255928,-0.82156378,0.389464438,0.247279793,-2.041992188,0.818359375,-0.403320313
681,4227314246,-0.358912,-0.60217,0.281573,-0.655207,9.735655785,0.640801728,1.141386271,-0.540306628,0.390527427,0.178262249,-2.041503906,0.816894531,-0.403808594
682,4227322579,-0.358921,-0.602156,0.281595,-0.655206,9.75573349,0.636366487,1.150806189,-0.555585444,0.285931706,0.165032506,-2.043945313,0.817871094,-0.403320313
683,4227330912,-0.358932,-0.602142,0.28162,-0.655201,9.778608322,0.643448293,1.162873387,-0.523286045,0.25660342,0.176328406,-2.044921875,0.815429688,-0.405273438
684,4227339245,-0.358937,-0.602126,0.281644,-0.655203,9.776262283,0.635551572,1.148710847,-0.527473927,0.303490281,0.250212669,-2.040527344,0.817871094,-0.40625
685,4227347578,-0.358948,-0.60211,0.281659,-0.655205,9.762135506,0.628198445,1.117281199,-0.553510785,0.367154419,0.120053917,-2.044921875,0.813476563,-0.404296875
686,4227355911,-0.35896,-0.6021,0.281673,-0.655202,9.752414703,0.641288161,1.132480979,-0.477334082,0.287852764,0.053303219,-2.044921875,0.819335938,-0.403808594
687,4227364244,-0.358956,-0.602093,0.28167,-0.655212,9.778179169,0.66287595,1.116415977,-0.49447,0.36472109,0.076509722,-2.041992188,0.815429688,-0.404296875
688,4227372577,-0.358978,-0.602071,0.281692,-0.655211,9.773165703,0.647210717,1.120743155,-0.685436904,0.412504464,0.08103063,-2.042480469,0.815917969,-0.405761719
689,4227380910,-0.359008,-0.602038,0.281721,-0.655212,9.747143745,0.645357847,1.110714674,-0.777059078,0.53468442,0.146731153,-2.041015625,0.818847656,-0.40234375
690,4227389243,-0.35903,-0.60201,0.281727,-0.655223,9.75459671,0.601310909,1.153910875,-0.52200526,0.634567082,0.043364901,-2.044921875,0.815917969,-0.401855469
691,4227397576,-0.359055,-0.601986,0.281737,-0.655227,9.74322319,0.628169835,1.148639321,-0.572145164,0.5573017,-0.004892319,-2.041992188,0.819824219,-0.407714844
692,4227405909,-0.359078,-0.601959,0.281751,-0.655233,9.74467659,0.665857732,1.158202529,-0.62277168,0.553907812,0.068313166,-2.043457031,0.817382813,-0.402832031
693,4227414242,-0.359106,-0.601924,0.281772,-0.655242,9.761077881,0.653083742,1.144083142,-0.62274611,0.63920325,0.143055514,-2.044433594,0.817871094,-0.407226563
694,4227422575,-0.359116,-0.601898,0.281798,-0.655248,9.751535416,0.644063413,1.163703203,-0.631608546,0.440718532,0.279528141,-2.041503906,0.817382813,-0.404296875
695,4227430908,-0.359128,-0.601873,0.281824,-0.655253,9.758609772,0.648097634,1.138832688,-0.61006701,0.426374525,0.264825553,-2.041015625,0.817382813,-0.40625
696,4227439241,-0.35914,-0.601845,0.281853,-0.655261,9.736099243,0.661781013,1.146772385,-0.663280606,0.471519619,0.302030236,-2.043945313,0.817871094,-0.405273438
697,4227447574,-0.35915,-0.601826,0.281871,-0.655264,9.754339218,0.693518221,1.183552265,-0.527525127,0.393626779,0.167786047,-2.045898438,0.818847656,-0.405273438
698,4227455907,-0.359163,-0.60178,0.281948,-0.655266,9.790360451,0.609465122,1.121050715,-1.216048717,0.346816748,0.739098728,-2.043457031,0.814941406,-0.401367188
699,4227464240,-0.359187,-0.601744,0.281994,-0.655267,9.757271767,0.530934095,1.081309557,-0.877761483,0.449914068,0.349378198,-2.042480469,0.813964844,-0.403808594
700,4227472573,-0.359218,-0.601732,0.281974,-0.655269,9.758143425,0.612676442,1.121379733,-0.320267588,0.583364189,-0.370573908,-2.044433594,0.816894531,-0.40625
701,4227480906,-0.359249,-0.601701,0.281999,-0.65527,9.776484489,0.678167582,1.15789485,-0.741852283,0.542893708,0.098128125,-2.041503906,0.818359375,-0.404785156
702,4227489239,-0.359267,-0.601659,0.282048,-0.655278,9.766277313,0.623656392,1.137566686,-0.968077183,0.512233436,0.460082889,-2.043945313,0.81640625,-0.404296875
703,4227497572,-0.359292,-0.601621,0.282079,-0.655285,9.76768589,0.613099098,1.145706773,-0.676049292,0.604393542,0.267848045,-2.041992188,0.817871094,-0.40625
704,4227505905,-0.359304,-0.601598,0.282095,-0.655293,9.750562668,0.649556816,1.146100044,-0.522543252,0.486747354,0.176610142,-2.040527344,0.818359375,-0.406738281
705,4227514238,-0.359323,-0.601569,0.282127,-0.655295,9.748409271,0.641280472,1.166893005,-0.709168494,0.4378497,0.258012176,-2.042480469,0.816894531,-0.404296875
706,4227522571,-0.359345,-0.601531,0.282166,-0.655302,9.746914864,0.613978982,1.114327431,-0.880988777,0.539896846,0.3221246,-2.04296875,0.816894531,-0.407226563
707,4227530904,-0.359372,-0.6015,0.282186,-0.655306,9.758237839,0.614285707,1.128754139,-0.599462748,0.570326507,0.103404664,-2.04296875,0.819824219,-0.403808594
708,4227539237,-0.359396,-0.601472,0.282205,-0.655311,9.743967056,0.661895454,1.153138399,-0.688472211,0.533774972,0.103763252,-2.045410156,0.817871094,-0.402832031
709,4227547570,-0.359409,-0.601441,0.282247,-0.655315,9.759553909,0.633849204,1.168323874,-0.824970543,0.403270513,0.3976354,-2.040527344,0.815429688,-0.404785156
710,4227555903,-0.359416,-0.601417,0.282278,-0.655319,9.741471291,0.626217067,1.124856114,-0.639702618,0.374505669,0.328400075,-2.04296875,0.818359375,-0.406738281
711,4227564236,-0.359432,-0.60139,0.282316,-0.655319,9.745362282,0.63174665,1.16073513,-0.55986315,0.367692292,0.336289287,-2.041992188,0.8203125,-0.405761719
712,4227572569,-0.359436,-0.60136,0.282348,-0.65533,9.752964973,0.626846135,1.145334244,-0.624231637,0.472377658,0.427578419,-2.042480469,0.818847656,-0.406738281
713,4227580902,-0.359447,-0.601332,0.282382,-0.655335,9.733753204,0.619908273,1.163996458,-0.726176322,0.403910846,0.330679774,-2.042480469,0.818359375,-0.403320313
714,4227589235,-0.35946,-0.601309,0.282418,-0.655334,9.742493629,0.615029693,1.152143836,-0.762932777,0.315311193,0.287391722,-2.042480469,0.818359375,-0.405273438
715,4227597568,-0.359461,-0.601288,0.282449,-0.655339,9.742650986,0.628255665,1.137051702,-0.565165281,0.329834521,0.381524026,-2.0390625,0.819335938,-0.407226563
716,4227605901,-0.359469,-0.601272,0.282484,-0.655335,9.751606941,0.630329728,1.167372227,-0.67305243,0.216593981,0.282448143,-2.043457031,0.818359375,-0.404296875
717,4227614234,-0.359473,-0.601261,0.28251,-0.65533,9.739003181,0.605810046,1.135456562,-0.609913349,0.176815063,0.224457517,-2.040527344,0.815429688,-0.409667969
718,4227622567,-0.359482,-0.60125,0.28253,-0.655327,9.753223419,0.615130603,1.136780262,-0.517881453,0.265107334,0.132707343,-2.043945313,0.817871094,-0.403320313
719,4227630900,-0.359512,-0.60123,0.282581,-0.655308,9.74768734,0.63324815,1.169704318,-0.595390022,0.161190376,0.221102074,-2.045410156,0.816894531,-0.404785156
720,4227639233,-0.359522,-0.601212,0.282608,-0.655307,9.767092705,0.637332618,1.14236629,-0.626216769,0.294909477,0.222165063,-2.041503906,0.817382813,-0.409179688
721,4227647566,-0.359538,-0.601191,0.282634,-0.655306,9.756563187,0.624915302,1.163738966,-0.660860002,0.359367698,0.175380662,-2.042480469,0.819824219,-0.404296875
722,4227655899,-0.359551,-0.601178,0.282654,-0.655302,9.726449966,0.632217765,1.172214746,-0.574591339,0.292719483,0.099588141,-2.04296875,0.81640625,-0.403320313
723,4227664232,-0.359551,-0.601166,0.282654,-0.655313,9.746278763,0.62756151,1.154611707,-0.628432453,0.403731585,0.076151118,-2.042480469,0.816894531,-0.403320313
724,4227672565,-0.359566,-0.601152,0.282679,-0.655307,9.758401871,0.619049966,1.153231382,-0.636295974,0.257166892,0.119516015,-2.044433594,0.819335938,-0.40625
725,4227680898,-0.359601,-0.601124,0.282721,-0.655296,9.784638405,0.623441815,1.146908283,-0.707119346,0.366590917,0.16362372,-2.04296875,0.816894531,-0.405761719
726,4227689231,-0.359615,-0.601106,0.282744,-0.655294,9.755555153,0.638097942,1.153059721,-0.628970325,0.322867423,0.141185656,-2.041015625,0.821289063,-0.405273438
727,4227697564,-0.359626,-0.601088,0.282781,-0.655289,9.764889717,0.647053301,1.187057257,-0.713497281,0.22258769,0.27665931,-2.043945313,0.819824219,-0.403320313
728,4227705897,-0.359642,-0.601063,0.282834,-0.65528,9.743680954,0.618284583,1.129076242,-0.973853052,0.190300941,0.374083102,-2.041992188,0.819335938,-0.405273438
729,4227714230,-0.359644,-0.601042,0.282864,-0.655285,9.741642952,0.607004583,1.134033203,-0.6716308,0.33340767,0.350825369,-2.040039063,0.817871094,-0.407714844
730,4227722563,-0.359651,-0.601025,0.2829,-0.655281,9.751134872,0.617884278,1.144855857,-0.676932931,0.21007514,0.31063664,-2.041992188,0.817382813,-0.405273438
731,4227730896,-0.359653,-0.601012,0.282934,-0.655278,9.767557144,0.634435713,1.147408962,-0.740174532,0.175675213,0.308536232,-2.041503906,0.821289063,-0.405273438
732,4227739229,-0.359659,-0.600987,0.282986,-0.655275,9.757243156,0.628198445,1.145377636,-0.833474398,0.220615387,0.48042056,-2.041503906,0.816894531,-0.406738281
733,4227747562,-0.359667,-0.600969,0.283026,-0.655269,9.75767231,0.614350557,1.155341506,-0.784602404,0.178556815,0.325761825,-2.04296875,0.8203125,-0.40625
734,4227755895,-0.359677,-0.600948,0.283061,-0.655269,9.756176949,0.61533761,1.14843905,-0.697053015,0.301710069,0.303272545,-2.044921875,0.819824219,-0.40625
735,4227764228,-0.359678,-0.60093,0.283099,-0.655268,9.789652824,0.661280572,1.154991508,-0.685693026,0.206873357,0.389067382,-2.041503906,0.815917969,-0.404785156
736,4227772561,-0.359678,-0.600907,0.283149,-0.655267,9.768186569,0.636095345,1.143260598,-0.76623708,0.204247907,0.520020247,-2.041503906,0.818847656,-0.403808594
737,4227780894,-0.359702,-0.600868,0.283212,-0.655262,9.763502121,0.609944403,1.15109992,-0.849303961,0.35982874,0.492459267,-2.039550781,0.81640625,-0.404785156
738,4227789227,-0.359714,-0.600828,0.283268,-0.655268,9.748531342,0.641810298,1.131343722,-0.97494173,0.415565342,0.573477089,-2.0390625,0.817382813,-0.406738281
739,4227797560,-0.359721,-0.600792,0.283336,-0.655269,9.744847298,0.595846355,1.135421395,-1.035186529,0.273944229,0.677624643,-2.04296875,0.818359375,-0.405273438
740,4227805893,-0.359732,-0.600756,0.283389,-0.655273,9.753938675,0.607691228,1.128997564,-0.926274717,0.38247174,0.51079905,-2.041992188,0.819824219,-0.405761719
741,4227814226,-0.359746,-0.600721,0.28344,-0.655275,9.741485596,0.627605081,1.156708121,-0.89184916,0.377886802,0.476501644,-2.041015625,0.821777344,-0.40625
742,4227822559,-0.359756,-0.600685,0.283491,-0.65528,9.753051758,0.603606939,1.138239026,-0.908370376,0.404448777,0.525732219,-2.039550781,0.821289063,-0.40625
743,4227830892,-0.359772,-0.600643,0.283551,-0.655284,9.743416786,0.593807578,1.144011378,-0.906077981,0.419317812,0.570979714,-2.041503906,0.8203125,-0.404296875
744,4227839225,-0.359777,-0.600612,0.283598,-0.655289,9.739253998,0.594608486,1.155663252,-0.801251769,0.367743611,0.513821602,-2.0390625,0.8203125,-0.407714844
745,4227847558,-0.35979,-0.600575,0.283645,-0.655296,9.785511017,0.629221261,1.133217812,-0.836112618,0.44522661,0.488745183,-2.043457031,0.821777344,-0.409179688
