PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
4304,604168526,1.662303329,-10.99233246,-105.9821396,1.84104991,0.24412559,9.286963463,81.51216888,-13.36991692,-2.651447773,-1.018554688,-0.30078125,-1.413574219, 
4305,604176859,2.332030058,-11.05720615,-106.0057983,1.877778649,0.308490902,9.272860527,81.17738342,-9.269079208,-2.095436335,-1.01953125,-0.312988281,-1.412109375, 
4306,604185192,2.998985291,-11.08405781,-106.0285416,1.924449086,0.43199411,9.4004879,80.78605652,-4.739378452,-2.093104839,-1.022460938,-0.320800781,-1.404785156, 
4307,604193525,3.690145016,-11.08944416,-106.0662842,1.983003378,0.526643574,9.31377697,83.42049408,-2.297482729,-3.984241486,-1.01953125,-0.335449219,-1.400878906, 
4308,604201858,4.410961628,-11.07934856,-106.1158524,1.93152523,0.721452773,9.186049461,86.63144684,-0.599376976,-5.478100777,-1.021484375,-0.343261719,-1.396484375, 
4309,604210191,5.10324955,-11.05234623,-106.1675797,1.750212908,0.859540284,9.132963181,83.23510742,1.332242966,-5.925300121,-1.021972656,-0.352539063,-1.392089844, 
4310,604218524,5.731759071,-11.03659439,-106.2083893,1.619502187,0.908978581,9.068284988,75.75900269,0.03146724,-4.534126282,-1.020507813,-0.359863281,-1.389648438, 
4311,604226857,6.32634449,-11.02957058,-106.234375,1.591300488,0.867261171,8.900411606,72.10326385,-0.873961687,-2.715326071,-1.019042969,-0.366699219,-1.385253906, 
4312,604235190,6.941188812,-10.9970789,-106.2631836,1.448114872,0.870934129,8.77733326,74.39720154,2.084381342,-3.389445543,-1.020019531,-0.376464844,-1.379394531, 
4313,604243523,7.555972099,-10.9624958,-106.2937012,1.62098074,1.167989016,8.971007347,74.4270401,2.270776987,-3.671715975,-1.017578125,-0.384277344,-1.380371094, 
4314,604251856,8.15877533,-10.93776798,-106.3439941,1.680043459,1.273620486,9.048810959,72.46665192,0.733582258,-5.843760967,-1.015625,-0.394042969,-1.373046875, 
4315,604260189,8.764048576,-10.94208336,-106.4125748,1.683155656,1.443865776,9.128567696,72.42044067,-3.09616065,-7.500370026,-1.017089844,-0.3984375,-1.370117188, 
4316,604268522,9.370287895,-10.96424198,-106.4923325,1.662604451,1.529526711,9.252336502,72.20689392,-5.502872467,-8.427212715,-1.020507813,-0.411132813,-1.366210938, 
4317,604276855,9.979097366,-10.99700737,-106.5821533,1.860444188,1.607367992,9.375950813,72.35296631,-7.04916048,-9.356577873,-1.018066406,-0.416503906,-1.362304688, 
4318,604285188,10.57099438,-11.04383087,-106.6583481,2.139213085,1.806397557,9.568087578,70.55563354,-8.525736809,-7.396937847,-1.017578125,-0.427246094,-1.354980469, 
4319,604293521,11.12088394,-11.09295559,-106.6892929,2.24344635,1.909185052,9.569721222,66.62177277,-7.871593475,-2.051401138,-1.014160156,-0.432128906,-1.354003906, 
4320,604301854,11.64715767,-11.12989521,-106.6877594,2.128082514,1.965335727,9.406387329,64.46414948,-5.705924511,1.482339621,-1.016601563,-0.439453125,-1.346679688, 
4321,604310187,12.17115974,-11.14877129,-106.6753235,2.060237408,2.001075029,9.221259117,64.51689911,-3.307757854,2.316367865,-1.016601563,-0.447265625,-1.343261719, 
4322,604318520,12.72854996,-11.17852211,-106.6568375,1.948410988,1.989595056,8.918352127,68.59176636,-4.414376259,3.326675892,-1.015136719,-0.454101563,-1.341308594, 
4323,604326853,13.31389236,-11.24361801,-106.618927,2.01049161,2.043596983,8.714159966,72.47325897,-7.997288227,6.52603817,-1.017089844,-0.456054688,-1.334960938, 
4324,604335186,13.86135387,-11.33581066,-106.537529,1.838011861,2.240898371,8.81656456,68.88356781,-9.900726318,12.34124947,-1.019042969,-0.463867188,-1.329589844, 
4325,604343519,14.31338787,-11.44633389,-106.442009,1.80846262,2.287301302,8.850873947,57.8530426,-11.52028275,14.54124928,-1.020019531,-0.466308594,-1.323730469, 
4326,604351852,14.72020721,-11.54657078,-106.3552322,1.866114974,2.313421249,8.819111824,52.16856384,-10.48367882,13.32434273,-1.022460938,-0.473632813,-1.317382813, 
4327,604360185,15.12061119,-11.64777088,-106.2814255,1.956275463,2.488731861,8.858223915,51.17454147,-10.89401817,11.92772007,-1.026367188,-0.473144531,-1.315429688, 
4328,604368518,15.53135204,-11.75491714,-106.2138901,1.969902515,2.494411707,8.832773209,52.20752335,-11.69782162,11.48636341,-1.024902344,-0.48046875,-1.311035156, 
4329,604376851,15.989398,-11.85609531,-106.1571884,1.925078988,2.510800362,8.893375397,57.70118713,-11.26997662,10.12180328,-1.029785156,-0.485839844,-1.306640625, 
4330,604385184,16.50279999,-11.95735645,-106.1194534,1.98565948,2.658129454,9.00225544,63.81893921,-11.82247448,8.08399868,-1.024902344,-0.488769531,-1.299316406, 
4331,604393517,17.06772995,-12.05333614,-106.1004028,2.084042788,2.778212309,8.949266434,69.61052704,-11.77550316,5.884294033,-1.032226563,-0.497070313,-1.294921875, 
4332,604401850,17.65388107,-12.15598297,-106.081459,2.158614397,2.898636341,8.896885872,72.09099579,-12.48994255,6.227426052,-1.029785156,-0.501953125,-1.287597656, 
4333,604410183,18.2141037,-12.25825405,-106.0499344,2.129746914,2.945222378,8.778589249,69.37014771,-11.93021584,7.715976715,-1.03515625,-0.506347656,-1.283691406, 
4334,604418516,18.74238396,-12.34246063,-106.0119858,2.100904942,2.967047215,8.713896751,65.6401062,-9.570668221,7.853828907,-1.03515625,-0.510253906,-1.277832031, 
4335,604426849,19.2614727,-12.41008377,-105.9689865,2.021085501,3.099304676,8.718782425,64.73838806,-7.425902843,7.819864273,-1.035644531,-0.518554688,-1.274902344, 
4336,604435182,19.75619888,-12.46800518,-105.9232864,1.96078074,3.121146441,8.63519001,61.82452393,-6.157835484,7.801621437,-1.0390625,-0.522460938,-1.270019531, 
4337,604443515,20.24923134,-12.53800583,-105.8866806,2.151986837,3.26009798,8.567779541,61.45660019,-7.822357178,7.317512035,-1.037109375,-0.528808594,-1.262695313, 
4338,604451848,20.77746773,-12.6285677,-105.8506851,2.230410099,3.319028616,8.502137184,65.60662079,-10.09667301,8.188314438,-1.0390625,-0.529296875,-1.255859375, 
4339,604460181,21.40174484,-12.74180984,-105.8358459,2.135430813,3.301605701,8.371870995,76.64253998,-13.44692993,6.928776741,-1.040039063,-0.539550781,-1.249511719, 
4340,604468514,22.14419746,-12.88721561,-105.839653,2.020659924,3.418469906,8.303077698,90.27182007,-17.76703835,6.488685131,-1.044921875,-0.543945313,-1.241210938, 
4341,604476847,22.943573,-13.04901123,-105.855217,2.009312391,3.584480286,8.433469772,96.84778595,-20.02240944,6.177527905,-1.042480469,-0.553222656,-1.236328125, 
4342,604485180,23.74715424,-13.21560669,-105.8815689,2.065866232,3.780954123,8.48707962,96.98782349,-20.97234726,5.526664734,-1.044433594,-0.560058594,-1.225097656, 
4343,604493513,24.52662849,-13.36879635,-105.918396,2.221542358,4.004036427,8.502072334,93.86196899,-19.92865372,4.00636816,-1.046386719,-0.56640625,-1.217285156, 
4344,604501846,25.26277351,-13.49999332,-105.9622955,2.306275129,4.126576424,8.403470039,88.38962555,-17.83475685,2.409100056,-1.049316406,-0.575195313,-1.20703125, 
4345,604510179,25.98157883,-13.62033463,-106.0137787,2.398807049,4.206038475,8.270090103,86.14778137,-17.01426888,1.244873166,-1.051269531,-0.583496094,-1.19921875, 
4346,604518512,26.69581604,-13.7266283,-106.0585938,2.357728004,4.342444897,8.339614868,85.715271,-15.14695072,1.405219078,-1.05078125,-0.587402344,-1.189453125, 
4347,604526845,27.40651512,-13.81734943,-106.1070709,2.197560549,4.334681034,8.309076309,85.23609161,-13.65990448,0.334793061,-1.053710938,-0.59375,-1.1796875, 
4348,604535178,28.11198616,-13.87687969,-106.1652222,2.265965223,4.501976967,8.208706856,84.26333618,-10.87433624,-2.236572266,-1.0546875,-0.594238281,-1.172363281, 
4349,604543511,28.80550957,-13.90231228,-106.2246399,2.409228325,4.644292831,8.151741982,82.84792328,-7.375587463,-4.217358589,-1.053222656,-0.610839844,-1.165527344, 
4350,604551844,29.4660778,-13.89559174,-106.27005,2.371037245,4.743558884,8.057227135,79.23504639,-3.26839447,-4.583078384,-1.051269531,-0.614257813,-1.158203125, 
4351,604560177,30.05213928,-13.88163185,-106.3085251,2.267817497,4.74724865,7.973420143,70.55140686,-2.163516045,-4.305311203,-1.0546875,-0.620605469,-1.151855469, 
4352,604568510,30.56781578,-13.87674522,-106.3492355,2.321402073,4.75567627,7.867816448,61.98607635,-3.283243656,-3.958846807,-1.052734375,-0.624511719,-1.145019531, 
4353,604576843,31.00946808,-13.88905144,-106.3699112,2.392606497,4.846940041,7.87416935,53.73451996,-3.898368835,-0.902033329,-1.050292969,-0.630371094,-1.141601563, 
4354,604585176,31.39932251,-13.91143513,-106.3672562,2.358877659,4.944104195,7.851521492,48.13407516,-3.533183813,2.085732937,-1.051757813,-0.626953125,-1.133300781, 
4355,604593509,31.74760818,-13.93569756,-106.3511047,2.339776754,5.026608944,7.739433289,43.58983231,-2.889034748,3.546054125,-1.049804688,-0.637207031,-1.130371094, 
4356,604601842,32.06880188,-13.96987724,-106.3328781,2.273966551,5.052886963,7.68604517,40.3453331,-3.756614685,4.402849674,-1.052734375,-0.635742188,-1.127441406, 
4357,604610175,32.36912918,-14.00589085,-106.317421,2.246483564,5.121439934,7.788568974,37.81517792,-4.090777397,4.238790035,-1.050292969,-0.638671875,-1.125488281, 
4358,604618508,32.6281929,-14.02790642,-106.2981644,2.306946993,5.208800793,7.821572781,32.92217255,-2.420572996,3.741487265,-1.0546875,-0.641601563,-1.122070313, 
4359,604626841,32.82323456,-14.03518295,-106.2780457,2.331998587,5.262133121,7.860911846,25.31567764,-0.863456428,2.856283426,-1.054199219,-0.64453125,-1.119628906, 
4360,604635174,32.95491028,-14.02861404,-106.2655716,2.395486116,5.267080307,7.825400352,17.43778038,0.054647986,1.223630786,-1.051269531,-0.643066406,-1.118164063, 
