PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
0, 605193698, 0.8813546299934387, -1.0486897230148315, 70.99354553222656, 0, 0, 0, 0, 0, 0, -0.25244140625, -0.241455078125, -0.779296875, 
1, 605210365, 0.8830882906913757, -1.0787172317504883, 70.99394226074219, 0.16329337656497955, 0.09609858691692352, 9.426738739013672, 1.3424702882766724, -1.4646748304367065, 0.509750247001648, -0.25634765625, -0.238037109375, -0.78125, 
2, 605227032, 0.8471108675003052, -1.0898462533950806, 71.06901550292969, 0.1719367802143097, 0.11176900565624237, 9.437581062316895, 1.3441096544265747, -1.3974801301956177, 0.48348450660705566, -0.25537109375, -0.239990234375, -0.7783203125, 
3, 605243699, 0.8239808678627014, -1.1034680604934692, 71.10153198242188, 0.19315315783023834, 0.11630289256572723, 9.425536155700684, 1.334299921989441, -1.3999131917953491, 0.5162815451622009, -0.25537109375, -0.241455078125, -0.779296875, 
4, 605260366, 0.8158091306686401, -1.130470871925354, 71.10905456542969, 0.1906294822692871, 0.08787170797586441, 9.433730125427246, 1.3080850839614868, -1.4179315567016602, 0.5195983052253723, -0.25244140625, -0.240478515625, -0.77880859375, 
5, 605277033, 0.8070228099822998, -1.158200740814209, 71.09178924560547, 0.1916639655828476, 0.118002749979496, 9.422568321228027, 1.4015014171600342, -1.4048820734024048, 0.5039042234420776, -0.25439453125, -0.240478515625, -0.77978515625, 
6, 605293700, 0.8078132271766663, -1.1863758563995361, 71.09037780761719, 0.19664910435676575, 0.10891471803188324, 9.441699028015137, 1.2948434352874756, -1.5081653594970703, 0.4664904475212097, -0.25341796875, -0.242431640625, -0.783203125, 
7, 605310367, 0.8140849471092224, -1.212224006652832, 71.06416320800781, 0.17966732382774353, 0.10898350179195404, 9.441659927368164, 1.370260238647461, -1.3992472887039185, 0.43177247047424316, -0.25341796875, -0.241455078125, -0.77978515625, 
8, 605327034, 0.8223735690116882, -1.2352814674377441, 71.04590606689453, 0.1926245540380478, 0.12166932225227356, 9.42316722869873, 1.3416635990142822, -1.4703994989395142, 0.5007987022399902, -0.25048828125, -0.239501953125, -0.778564453125, 
9, 605343701, 0.8339819312095642, -1.2571624517440796, 71.02373504638672, 0.1829701066017151, 0.12266214936971664, 9.430432319641113, 1.3294464349746704, -1.4277287721633911, 0.5286269187927246, -0.25244140625, -0.239013671875, -0.779296875, 
10, 605360368, 0.84650057554245, -1.2781682014465332, 71.01973724365234, 0.16317512094974518, 0.10703626275062561, 9.441488265991211, 1.262341022491455, -1.473421573638916, 0.590327799320221, -0.2529296875, -0.239990234375, -0.77978515625, 
11, 605377035, 0.8610355257987976, -1.2966372966766357, 71.01251983642578, 0.16807544231414795, 0.1059880405664444, 9.445978164672852, 1.3833482265472412, -1.4885845184326172, 0.47203561663627625, -0.25439453125, -0.239501953125, -0.7783203125, 
12, 605393702, 0.8741688132286072, -1.3129924535751343, 71.0180892944336, 0.18865157663822174, 0.13069669902324677, 9.42276382446289, 1.306484580039978, -1.4351052045822144, 0.5188300609588623, -0.25537109375, -0.239013671875, -0.7822265625, 
13, 605410369, 0.8896502256393433, -1.329728126525879, 71.0323257446289, 0.17422999441623688, 0.10141179710626602, 9.433002471923828, 1.3531893491744995, -1.4269731044769287, 0.5137587189674377, -0.25439453125, -0.240478515625, -0.77978515625, 
14, 605427036, 0.9055452346801758, -1.3468223810195923, 71.02935791015625, 0.1744839996099472, 0.1087653636932373, 9.440217971801758, 1.410485029220581, -1.4762520790100098, 0.5079702734947205, -0.25341796875, -0.240966796875, -0.78271484375, 
15, 605443703, 0.9206771850585938, -1.3637793064117432, 71.02618408203125, 0.19522209465503693, 0.12546704709529877, 9.458209037780762, 1.3656115531921387, -1.479287028312683, 0.5696200132369995, -0.255615234375, -0.246337890625, -0.78125, 
16, 605460370, 0.9371082782745361, -1.3810145854949951, 70.99764251708984, 0.19357359409332275, 0.12722688913345337, 9.427000999450684, 1.4014052152633667, -1.460730791091919, 0.48909369111061096, -0.25341796875, -0.239013671875, -0.78125, 
17, 605477037, 0.9509940147399902, -1.3977999687194824, 70.97080993652344, 0.18221701681613922, 0.10913299024105072, 9.42622184753418, 1.2187480926513672, -1.4080196619033813, 0.49699515104293823, -0.2548828125, -0.239013671875, -0.78173828125, 
18, 605493704, 0.967758297920227, -1.4144381284713745, 71.0146484375, 0.17316482961177826, 0.11722581833600998, 9.439920425415039, 1.3998043537139893, -1.403409481048584, 0.4749426543712616, -0.25146484375, -0.239990234375, -0.78125, 
19, 605510371, 0.9833980798721313, -1.4321316480636597, 71.01822662353516, 0.181685209274292, 0.12820352613925934, 9.437865257263184, 1.3277559280395508, -1.4826679229736328, 0.5214554071426392, -0.257568359375, -0.242919921875, -0.77880859375, 
20, 605527038, 0.999745786190033, -1.4492195844650269, 71.06230163574219, 0.17015746235847473, 0.11454914510250092, 9.438024520874023, 1.349731683731079, -1.4468228816986084, 0.47202280163764954, -0.2548828125, -0.240478515625, -0.7783203125, 
21, 605543705, 1.0154544115066528, -1.4667378664016724, 71.06387329101562, 0.18590369820594788, 0.11248490959405899, 9.418621063232422, 1.3126187324523926, -1.4870860576629639, 0.43795791268348694, -0.25341796875, -0.239501953125, -0.77880859375, 
