PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
1505,332079700,0.789043009,-0.064252116,-0.143474653,-0.593883872,2.791868448,0.576107979,8.73077774,4.131168365,134.4068298,1.741065741,-1.155273438,0.103027344,-1.392578125, 
1506,332088033,0.790726304,-0.057193108,-0.134579569,-0.594448924,2.791910172,0.576633513,8.643525124,5.521178246,156.5671692,1.27273488,-1.144042969,0.103515625,-1.409667969, 
1507,332096366,0.792566061,-0.049053624,-0.124341175,-0.594955444,2.4908216,0.564456105,8.733857155,6.628935814,180.1911469,2.208484173,-1.124023438,0.104492188,-1.426269531, 
1508,332104699,0.794313133,-0.040128864,-0.113432467,-0.595474064,2.120317936,0.44309631,9.02902317,9.51348114,193.8325195,0.464030027,-1.104492188,0.105957031,-1.443359375, 
1509,332113032,0.795737684,-0.031127125,-0.102741748,-0.596050978,1.831745028,0.563646972,9.373454094,11.97794914,191.5536346,-3.084335566,-1.082519531,0.104980469,-1.461425781, 
1510,332121365,0.796744764,-0.02271709,-0.092963673,-0.596690416,1.487242937,0.645240307,9.456261635,12.60903072,176.2109375,-6.716480255,-1.056152344,0.105957031,-1.479980469, 
1511,332129698,0.797204912,-0.015361191,-0.084409975,-0.597581148,1.313398957,0.714956582,9.426897049,10.72783852,153.4611664,-13.0153265,-1.038085938,0.104980469,-1.490234375, 
1512,332138031,0.797138691,-0.008789587,-0.07695239,-0.598807991,1.243266344,0.795441151,9.556458473,10.5203352,134.5202026,-20.3241272,-1.017578125,0.099609375,-1.502441406, 
1513,332146364,0.796390176,-0.002782842,-0.070250571,-0.600682795,1.01333046,0.761526763,9.647121429,10.49203968,121.6831284,-24.55677986,-1.003417969,0.100097656,-1.513671875, 
1514,332154697,0.795735955,0.002682994,-0.064186625,-0.602226853,0.598424375,0.817633867,9.691728592,9.453884125,109.564003,-27.6381073,-0.985351563,0.095703125,-1.5234375, 
1515,332163030,0.794510841,0.007451926,-0.058809396,-0.604349554,0.487364441,0.83227855,9.479486465,7.477107048,96.53764343,-29.84006119,-0.975097656,0.091796875,-1.528320313, 
1516,332171363,0.793587804,0.011801477,-0.053865913,-0.605951786,0.52924031,0.849548697,9.352534294,6.437482357,87.82576752,-29.46899223,-0.963378906,0.091308594,-1.5390625, 
1517,332179696,0.792332113,0.016035939,-0.04908919,-0.60790062,0.540848553,0.804812312,9.266816139,6.596468449,85.52954102,-27.76569366,-0.954101563,0.087402344,-1.543945313, 
1518,332188029,0.791419506,0.020675333,-0.043889057,-0.609345317,0.400093377,0.775373995,9.293891907,7.504930973,93.08779907,-27.91053963,-0.939941406,0.089355469,-1.550292969, 
1519,332196362,0.789991915,0.02620721,-0.037757333,-0.6113922,0.242624879,0.774002552,9.454212189,9.187448502,111.0181808,-31.44283676,-0.926269531,0.083007813,-1.557617188, 
1520,332204695,0.788862109,0.032625835,-0.030476602,-0.612946332,0.050992206,0.72196728,9.576059341,9.317417145,130.4954071,-32.59381485,-0.916015625,0.080566406,-1.56640625, 
1521,332213028,0.787360191,0.039783124,-0.022252539,-0.614805758,-0.123739317,0.75222075,9.66199398,9.078379631,147.5035095,-31.36428642,-0.894042969,0.079101563,-1.573730469, 
1522,332221361,0.786253452,0.047772698,-0.013003346,-0.615917563,-0.342795432,0.74063921,9.665693283,9.776415825,165.3299103,-29.14992905,-0.870117188,0.078125,-1.583007813, 
1523,332229694,0.784766555,0.056404743,-0.0027915,-0.617213309,-0.618635774,0.750009716,9.616192818,8.045478821,181.8384247,-26.80901337,-0.847167969,0.076171875,-1.594726563, 
1524,332238027,0.783633173,0.06525448,0.007963848,-0.617736101,-0.821638882,0.794773579,9.555874825,6.275996685,189.3186646,-24.18518829,-0.822753906,0.073242188,-1.604980469, 
1525,332246360,0.782058299,0.073834337,0.018568747,-0.618537545,-1.244109392,0.918917775,9.526242256,3.849963903,186.0745239,-22.39075851,-0.795410156,0.073730469,-1.61328125, 
1526,332254693,0.780635774,0.08064083,0.028136343,-0.619122982,-1.883136272,1.214466691,9.426570892,-5.385708332,159.1439972,-26.60538673,-0.773925781,0.073730469,-1.619140625, 
1527,332263026,0.778409421,0.08459381,0.035079952,-0.621041179,-1.852645397,1.260774255,9.094199181,-13.91530895,106.3730545,-37.37068558,-0.755371094,0.073730469,-1.624023438, 
1528,332271359,0.776258409,0.086577058,0.03961568,-0.623183727,-1.618407607,1.016584396,9.076491356,-12.76867485,62.61707687,-45.85155869,-0.741699219,0.073242188,-1.629394531, 
1529,332279692,0.773561716,0.088055082,0.04298934,-0.626099706,-1.668738127,0.866720498,9.13854599,-8.99243927,46.06590652,-49.02690887,-0.737792969,0.072753906,-1.62890625, 
1530,332288025,0.771283507,0.0900755,0.046891715,-0.628338754,-1.798255444,0.825610459,9.303563118,-6.822933674,56.12397003,-47.18437195,-0.731445313,0.072753906,-1.627929688, 
1531,332296358,0.768740356,0.093097128,0.051995058,-0.630608976,-1.894158125,0.774558544,9.229457855,-8.281997681,78.417099,-41.91095734,-0.718261719,0.074707031,-1.6328125, 
1532,332304691,0.766730487,0.097102486,0.058617573,-0.631869853,-1.926540136,0.639872134,9.093159676,-10.41120815,103.149437,-36.58511353,-0.70703125,0.073730469,-1.634765625, 
1533,332313024,0.764415503,0.102067761,0.066145144,-0.633147717,-2.049430132,0.520183027,9.150378227,-9.985118866,121.9533691,-31.40270615,-0.689453125,0.072265625,-1.638183594, 
1534,332321357,0.762620211,0.107540652,0.074184917,-0.633515716,-2.22268796,0.487309188,9.257277489,-8.413424492,131.8647766,-26.01024818,-0.671386719,0.074707031,-1.646484375, 
1535,332329690,0.76093483,0.113486342,0.082493626,-0.633477747,-2.471024036,0.407126784,9.124119759,-6.259703636,139.2124023,-20.67288017,-0.652832031,0.078125,-1.648925781, 
1536,332338023,0.759329498,0.119929463,0.091083199,-0.633039951,-2.807928801,0.458801746,9.049075127,-4.19511652,147.1008453,-15.6960535,-0.633300781,0.077636719,-1.650390625, 
1537,332346356,0.757846355,0.126844823,0.100220129,-0.632088184,-2.967144489,0.504627526,9.028289795,-4.755912304,157.5405731,-9.543498039,-0.611328125,0.078125,-1.653808594, 
1538,332354689,0.75658679,0.134580269,0.11025513,-0.630324185,-3.166671753,0.447591156,8.935956955,-5.642673969,175.2185211,0.395059019,-0.589355469,0.079101563,-1.659179688, 
1539,332363022,0.755621135,0.1432257,0.121412665,-0.62752068,-3.490664005,0.403548747,8.942557335,-7.909855366,196.1838684,13.10279465,-0.555664063,0.08203125,-1.657226563, 
1540,332371355,0.75490135,0.152520224,0.133449346,-0.62374115,-3.942303419,0.337480515,8.889392853,-10.98043442,212.5165863,24.67700768,-0.52734375,0.08203125,-1.659667969, 
1541,332379688,0.75427407,0.16226919,0.145881653,-0.619239986,-4.315966129,0.398129106,8.776211739,-11.0583992,221.7803345,33.01454926,-0.493652344,0.085449219,-1.658691406, 
1542,332388021,0.75361973,0.171865389,0.158143327,-0.614418864,-4.610786915,0.512692213,8.545274734,-11.88820267,219.5637817,36.12797546,-0.458007813,0.086914063,-1.661132813, 
1543,332396354,0.752832115,0.180501387,0.169395223,-0.60989219,-4.771623135,0.608421326,8.226498604,-12.23732662,200.4844208,32.3074646,-0.430664063,0.093261719,-1.659667969, 
1544,332404687,0.75195992,0.187788278,0.179131567,-0.605973601,-4.924751759,0.710822165,7.991705418,-11.98126507,172.2577515,25.86326027,-0.400878906,0.090332031,-1.658691406, 
1545,332413020,0.751146019,0.193743467,0.187301278,-0.602629006,-5.139596939,0.788685858,7.917301655,-11.32138252,143.233017,21.24099922,-0.380859375,0.096679688,-1.654296875, 
1546,332421353,0.750482917,0.198563784,0.194123045,-0.599720418,-5.354882717,0.815526247,7.747020245,-11.26316929,118.4532166,18.59166145,-0.358886719,0.098144531,-1.652832031, 
1547,332429686,0.749945104,0.202477291,0.19995521,-0.597162664,-5.443081856,0.830436885,7.593583107,-11.76202202,99.35943604,16.35286522,-0.341308594,0.094238281,-1.6484375, 
1548,332438019,0.749614835,0.205391288,0.205043972,-0.594852149,-5.40143013,0.935682118,7.480483055,-15.96541405,82.33538055,14.76206207,-0.326660156,0.092773438,-1.647949219, 
1549,332446352,0.749464333,0.207221761,0.209298387,-0.592922151,-5.465492725,1.025685191,7.270783424,-19.64884758,63.16852188,11.67749977,-0.314453125,0.104003906,-1.645507813, 
1550,332454685,0.749531329,0.207948938,0.212458059,-0.591457307,-5.615685463,0.967386007,7.276554108,-21.47169876,41.05864716,8.534114838,-0.311523438,0.103515625,-1.645019531, 
1551,332463018,0.74979949,0.207700223,0.214430228,-0.590492368,-5.763275146,0.806901932,7.403989792,-20.89578819,18.73677444,5.623712063,-0.303710938,0.108886719,-1.642089844, 
1552,332471351,0.75020504,0.206830382,0.215377703,-0.589937508,-5.668075562,0.719799638,7.486645222,-18.25357056,1.677553654,3.547162771,-0.303222656,0.110351563,-1.639160156, 
1553,332479684,0.750719249,0.2056541,0.215796784,-0.589541256,-5.581142426,0.61027658,7.595677853,-16.88225937,-7.169234753,3.442272663,-0.304199219,0.114257813,-1.640136719, 
1554,332488017,0.751259506,0.204463229,0.215969458,-0.589204013,-5.54261446,0.450064272,7.677009583,-15.02030468,-9.937132835,3.641653299,-0.305175781,0.117675781,-1.643554688, 
1555,332496350,0.75175339,0.203425154,0.215968385,-0.588933527,-5.512040615,0.379033953,7.748327732,-11.62198734,-10.68878365,3.574287653,-0.306152344,0.119140625,-1.641113281, 
1556,332504683,0.752266943,0.202460468,0.215582341,-0.588751793,-5.538681984,0.379513562,7.857404232,-7.61917448,-14.23656178,4.056323051,-0.310058594,0.118164063,-1.642089844, 
1557,332513016,0.752955437,0.201348066,0.214510113,-0.588644683,-5.70665884,0.380644679,7.856315136,-3.773990393,-23.40339088,6.226874828,-0.310546875,0.118652344,-1.640625, 
1558,332521349,0.753937483,0.199882299,0.212672263,-0.588554084,-5.837961197,0.461410016,7.773086548,-2.083067179,-34.95895004,9.455300331,-0.313476563,0.120605469,-1.639648438, 
1559,332529682,0.755200386,0.197722405,0.210092381,-0.588591278,-5.960534096,0.612285614,7.712262154,-3.588805914,-49.58957291,10.46636009,-0.319824219,0.123535156,-1.642578125, 
1560,332538015,0.75681138,0.194286704,0.206363276,-0.588985205,-5.727477074,0.650452793,7.687689304,-7.534451962,-73.67923737,8.96487236,-0.330078125,0.119628906,-1.64453125, 
1561,332546348,0.758903325,0.189602166,0.201176822,-0.589614153,-5.327262402,0.434862047,7.843792439,-9.264101028,-101.1135406,10.81450558,-0.341308594,0.127441406,-1.647949219, 
1562,332554681,0.761443198,0.184166536,0.194822282,-0.590196192,-5.126032352,0.303625315,7.93822813,-9.012141228,-120.3527679,15.85498333,-0.35546875,0.126464844,-1.646972656, 
1563,332563014,0.764096677,0.178442985,0.187990993,-0.590740144,-5.12214613,0.479705423,8.079363823,-8.464591026,-128.0554504,17.65640831,-0.374511719,0.126953125,-1.653320313, 
1564,332571347,0.766623437,0.172038347,0.180973858,-0.591557324,-4.950792313,0.700352669,8.048564911,-13.1750145,-135.7175293,12.40446091,-0.39453125,0.128417969,-1.654296875, 
1565,332579680,0.769006908,0.165089518,0.173616886,-0.592647612,-4.697590351,0.482900351,8.119708061,-15.04622173,-144.1881714,7.853443623,-0.413574219,0.131835938,-1.649902344, 
1566,332588013,0.771150053,0.158294469,0.166014716,-0.593893945,-4.451340199,0.395901799,8.365882874,-10.58872414,-145.1378937,5.125170708,-0.435058594,0.12890625,-1.653808594, 
1567,332596346,0.773131847,0.151462063,0.15833728,-0.595194042,-4.288897514,0.524888694,8.425998688,-9.810962677,-146.166748,3.352326155,-0.455566406,0.132324219,-1.655761719, 
1568,332604679,0.774917006,0.143960655,0.150238246,-0.59683162,-4.343597889,0.610029638,8.447313309,-12.41219616,-156.2237854,-2.461952686,-0.470703125,0.133789063,-1.653808594, 
1569,332613012,0.776286483,0.134922445,0.140921503,-0.599430144,-4.362214565,0.767181814,8.451014519,-15.90365028,-183.0367432,-16.84446335,-0.5,0.1328125,-1.653320313, 
1570,332621345,0.777206898,0.123712428,0.129274696,-0.603268504,-3.810863972,0.685771167,8.377077103,-16.72860718,-227.0693207,-33.70123672,-0.529296875,0.13671875,-1.651855469, 
1571,332629678,0.777915299,0.111260638,0.115217075,-0.607613504,-3.018440247,0.325813353,8.500141144,-8.657013893,-263.816803,-38.95729446,-0.571289063,0.138183594,-1.650390625, 
1572,332638011,0.778747976,0.098711818,0.099685177,-0.611449599,-2.499327421,0.140726745,8.938828468,1.545107365,-279.6319275,-30.39647293,-0.609863281,0.137695313,-1.64453125, 
1573,332646344,0.780015588,0.086711422,0.083502859,-0.614071786,-2.45094943,-0.016588554,9.207915306,10.71666813,-281.1238098,-12.08736897,-0.654296875,0.136230469,-1.638183594, 
1574,332654677,0.781619608,0.075182788,0.067360081,-0.615533113,-2.665845871,0.200508714,9.546506882,13.62683964,-275.5282593,3.682702303,-0.692382813,0.130859375,-1.633789063, 
1575,332663010,0.783166945,0.063989937,0.051926158,-0.616326749,-2.482427835,0.373838484,9.721924782,10.76171684,-264.5068054,9.969881058,-0.729003906,0.129882813,-1.623535156, 
1576,332671343,0.784370184,0.052513648,0.036860742,-0.616966069,-2.101093769,0.434740037,9.520431519,4.692581654,-262.3725586,8.178915977,-0.762695313,0.129394531,-1.613769531, 
1577,332679676,0.784800529,0.040198348,0.020619024,-0.618099689,-1.287040234,0.386540622,9.352812767,5.647450447,-281.9918823,3.006028175,-0.802246094,0.127929688,-1.600585938, 
1578,332688009,0.785183191,0.027546225,0.00373861,-0.61863941,-0.70433414,0.243228242,9.105314255,8.082101822,-291.565155,2.974317074,-0.844238281,0.127441406,-1.585449219, 
1579,332696342,0.784955025,0.015637178,-0.012591728,-0.619227409,-0.196581915,0.288332522,9.061450005,11.40779018,-279.1327515,3.309292316,-0.879882813,0.125488281,-1.571289063, 
1580,332704675,0.784773767,0.004380574,-0.027975347,-0.619135082,-0.067655429,0.474451602,9.235692024,10.74773693,-263.3548889,4.519306183,-0.914550781,0.123046875,-1.5546875, 
1581,332713008,0.783900499,-0.00723039,-0.043561783,-0.619314313,0.319430828,0.417502224,9.140481949,8.816185951,-268.6843872,1.87500453,-0.94921875,0.118164063,-1.536621094, 
1582,332721341,0.782970011,-0.018671514,-0.059522241,-0.618923724,1.149230123,0.112321891,9.273468018,13.94103336,-271.5214844,1.36521244,-0.986328125,0.117675781,-1.518554688, 
1583,332729674,0.781639516,-0.029428961,-0.07508307,-0.618495286,1.56956172,0.021732021,9.456895828,18.48966599,-261.5757751,3.591730118,-1.020019531,0.116699219,-1.493652344, 
1584,332738007,0.780415177,-0.03983346,-0.090372451,-0.617412865,1.615751624,0.25039807,9.555091858,20.0331707,-255.9694519,5.594203949,-1.050292969,0.114257813,-1.476074219, 
1585,332746340,0.778865635,-0.050420288,-0.105939291,-0.616119444,1.727114201,0.40577957,9.287438393,20.60742378,-261.2149048,5.15867281,-1.080566406,0.111328125,-1.456542969, 
1586,332754673,0.776976883,-0.061148018,-0.121684507,-0.614622593,2.312901497,0.499468386,8.951784134,20.5783596,-264.7550049,4.563421249,-1.110839844,0.110351563,-1.428710938, 
1587,332763006,0.775014818,-0.071398035,-0.136988938,-0.612771153,2.894975424,0.549478829,8.897480011,22.5804882,-256.6303711,7.279185295,-1.141113281,0.107421875,-1.408691406, 
1588,332771339,0.772911727,-0.081408761,-0.151937574,-0.610651433,3.000163794,0.573767245,8.703942299,22.4098835,-251.1469269,8.872769356,-1.163574219,0.10546875,-1.379394531, 
1589,332779672,0.770568013,-0.090978339,-0.167098224,-0.608297884,3.338099241,0.478561908,8.332633972,29.18479347,-250.6592255,8.150022507,-1.196289063,0.103027344,-1.354492188, 
1590,332788005,0.76818639,-0.099562839,-0.181673244,-0.605782151,3.809126616,0.382984012,8.362276077,34.96305084,-236.302063,8.049588203,-1.218261719,0.096191406,-1.33203125, 
1591,332796338,0.765945792,-0.106674574,-0.194744706,-0.603342474,4.15048933,0.493952304,8.572924614,38.08137512,-207.8848724,6.76609993,-1.238769531,0.094726563,-1.310058594, 
1592,332804671,0.763959527,-0.112752192,-0.205819249,-0.601075172,4.392439365,0.763802528,8.761160851,32.2324791,-177.1411896,7.254581451,-1.256347656,0.090820313,-1.28515625, 
1593,332813004,0.762157738,-0.118117586,-0.215009168,-0.599111915,4.635698318,0.688933849,8.439492226,23.64656067,-150.6476746,6.449912071,-1.269042969,0.08984375,-1.26953125, 
1594,332821337,0.760430455,-0.123005703,-0.222646251,-0.597531676,4.893164635,0.679873049,8.174543381,14.75989914,-129.4077911,4.202859402,-1.282226563,0.087890625,-1.249023438, 
1595,332829670,0.758789301,-0.127426073,-0.228842497,-0.596349597,5.083572865,0.743125439,7.989826679,6.820388317,-109.7443695,1.710139871,-1.292480469,0.086425781,-1.240722656, 
1596,332838003,0.757347524,-0.131320789,-0.23375085,-0.595432997,5.339423656,0.901103199,7.597147942,1.17538166,-90.71659088,1.21851635,-1.298828125,0.085449219,-1.2265625, 
1597,332846336,0.756414473,-0.134253278,-0.237057313,-0.594657302,5.581652641,0.956048727,7.455522537,-1.373824596,-64.44086456,3.671929359,-1.306640625,0.085449219,-1.219726563, 
1598,332854669,0.756100237,-0.136008412,-0.238578126,-0.594049573,5.736194134,0.999541402,7.635681152,-3.213615894,-33.73612976,6.488616467,-1.311035156,0.087402344,-1.213867188, 
1599,332863002,0.756385863,-0.136703551,-0.238705873,-0.593474746,5.497388363,0.946692824,7.906559944,-2.483786821,-8.72213459,10.13144207,-1.310058594,0.089355469,-1.212890625, 
1600,332871335,0.756730676,-0.136857197,-0.238361627,-0.59313798,5.228702068,0.627737939,7.988502026,-1.449740052,1.408565283,7.292489052,-1.312988281,0.088867188,-1.213378906, 
1601,332879668,0.757022142,-0.136457875,-0.237842008,-0.593066692,5.337038517,0.411753178,7.741994381,1.974050641,7.922213554,2.567481041,-1.311035156,0.08984375,-1.211914063, 
1602,332888001,0.757550001,-0.134627029,-0.236658379,-0.593284607,5.302512169,0.585691929,8.373325348,10.88960648,27.97175217,-1.907160878,-1.309570313,0.089355469,-1.217285156, 
1603,332896334,0.758294344,-0.131558821,-0.234393731,-0.593920529,5.178966045,0.801243246,8.690179825,14.0728941,50.6704483,-6.563074589,-1.302734375,0.091308594,-1.223144531, 
1604,332904667,0.75921607,-0.127860025,-0.230930999,-0.594906509,4.876731396,0.532787979,8.561675072,9.983179092,69.65374756,-8.588209152,-1.301269531,0.088378906,-1.229003906, 
1605,332913000,0.760089815,-0.123871908,-0.226968795,-0.596158147,4.710762978,0.619847894,8.73235321,8.064646721,77.41807556,-11.83760643,-1.291015625,0.083496094,-1.237792969, 
1606,332921333,0.760857284,-0.119761825,-0.222643495,-0.597648144,4.533733368,0.94320792,8.886078835,5.363769054,82.4200592,-14.91879463,-1.288085938,0.080078125,-1.250976563, 
1607,332929666,0.761407375,-0.116132326,-0.217402562,-0.599590123,3.92974782,1.191182256,9.069890976,-8.853651047,87.99398041,-18.49768639,-1.280761719,0.080566406,-1.254882813, 
1608,332937999,0.761751771,-0.112691298,-0.212354019,-0.601615131,3.986186981,1.11779201,8.241549492,-9.896355629,84.07883453,-20.76575089,-1.2734375,0.081054688,-1.268066406, 
1609,332946332,0.76203084,-0.109367207,-0.208096355,-0.603360534,4.042802334,1.08077538,8.352964401,-3.785752296,74.05700684,-19.29524803,-1.268066406,0.077636719,-1.277832031, 
1610,332954665,0.762230337,-0.106106311,-0.204613,-0.604880393,3.814189911,1.098657846,8.475988388,2.426074743,64.99598694,-18.54196167,-1.260742188,0.074707031,-1.285644531, 
1611,332962998,0.762372613,-0.103318594,-0.20151493,-0.606222153,3.647819757,1.172645688,8.154180527,1.160904646,56.45252228,-16.41354752,-1.25390625,0.075683594,-1.296386719, 
1612,332971331,0.762547731,-0.101231873,-0.199083015,-0.607156813,3.554235458,1.076569796,8.028887749,0.467037976,43.28599548,-10.84288406,-1.252929688,0.071777344,-1.299316406, 
1613,332979664,0.762861669,-0.099871106,-0.197199687,-0.607602,3.55140686,1.076283574,7.88738966,-0.963608444,31.01741982,-3.355365276,-1.24609375,0.071777344,-1.30078125, 
1614,332987997,0.763433278,-0.098873794,-0.195693254,-0.60753417,3.718602896,1.110831141,8.140016556,0.049806908,24.17399788,4.67427969,-1.2421875,0.072265625,-1.302734375, 
1615,332996330,0.764316797,-0.097588092,-0.194036022,-0.607162714,4.042737484,1.26689291,8.349915504,3.121161222,28.43721581,9.875359535,-1.239746094,0.072753906,-1.310546875, 
1616,333004663,0.765576065,-0.095733844,-0.191685408,-0.606617749,4.16301775,1.201858163,8.301220894,4.213510036,41.39811325,14.2698288,-1.231933594,0.072265625,-1.3125, 
1617,333012996,0.767148197,-0.093511589,-0.188834682,-0.605871975,4.235846043,0.993944108,8.50980854,4.910223007,50.13780212,18.66507912,-1.229492188,0.074707031,-1.321777344, 
1618,333021329,0.768830001,-0.090704411,-0.185767442,-0.605114818,4.350529671,0.61149174,9.030783653,9.393832207,57.72153854,18.47948647,-1.223632813,0.077148438,-1.327636719, 
1619,333029662,0.770296752,-0.08752954,-0.18189387,-0.604893565,4.408895016,0.202821895,8.717636108,4.98410368,69.27749634,11.07163429,-1.218261719,0.080078125,-1.334960938, 
1620,333037995,0.77161932,-0.084191866,-0.178008467,-0.604837656,4.402151108,0.369310141,8.845883369,5.973124981,70.74308777,7.7455616,-1.208984375,0.077636719,-1.34375, 
1621,333046328,0.772805333,-0.081057683,-0.174321175,-0.604825437,4.223283291,0.424654186,9.0443964,5.251835346,66.52767944,6.39515686,-1.200683594,0.080078125,-1.348144531, 
1622,333054661,0.773756742,-0.078239843,-0.171041057,-0.604916692,3.657299757,0.420761883,8.902342796,4.711779594,59.25839233,3.667637348,-1.198730469,0.080566406,-1.360839844, 
1623,333062994,0.774165988,-0.076588459,-0.168422654,-0.605338871,3.180776834,0.293774813,8.556191444,-3.494158983,41.47181702,-2.353375912,-1.191894531,0.08203125,-1.36328125, 
1624,333071327,0.774035454,-0.076396935,-0.166667506,-0.606015384,3.206733704,0.473297089,8.259266853,-13.06936359,19.26953506,-7.060081005,-1.190429688,0.081054688,-1.368164063, 
1625,333079660,0.773636937,-0.076927483,-0.16522184,-0.606852412,3.271726847,0.693860173,8.386940002,-18.75731468,9.390503883,-9.696913719,-1.188964844,0.080566406,-1.367675781, 
1626,333087993,0.773442924,-0.078400068,-0.163430005,-0.607396185,3.198548079,0.543664515,8.509985924,-30.85388374,5.489686012,-2.340041876,-1.185058594,0.082519531,-1.366210938, 
1627,333096326,0.773650706,-0.080471896,-0.161658213,-0.607334912,3.267624855,0.123034351,8.220103264,-35.19471741,0.400927335,8.750077248,-1.185546875,0.08984375,-1.367675781, 
1628,333104659,0.773998499,-0.08212547,-0.160192698,-0.607058764,3.898877144,0.319281548,8.460809708,-27.6266861,0.82988894,10.9630928,-1.185546875,0.087890625,-1.364746094, 
1629,333112992,0.77465117,-0.082899861,-0.159573734,-0.606283486,4.079632759,0.464159906,8.691314697,-9.682106972,-0.849393904,15.8986721,-1.182128906,0.094726563,-1.365722656, 
1630,333121325,0.775562525,-0.082397893,-0.160280332,-0.604999065,3.889785767,0.302407354,8.663000107,16.30184364,-4.226581573,19.19612694,-1.18359375,0.09765625,-1.365722656, 
1631,333129658,0.776226878,-0.080217049,-0.161895454,-0.604009092,3.916594267,0.82500422,8.961621284,40.91507721,-0.260343492,9.240285873,-1.186523438,0.095214844,-1.365722656, 
1632,333137991,0.776521504,-0.076712936,-0.163837567,-0.603561699,3.72474432,0.920475125,8.989630699,56.06331253,7.118267059,-2.898732662,-1.1796875,0.08984375,-1.368652344, 
1633,333146324,0.776575983,-0.072500139,-0.165982962,-0.603426278,3.542720556,0.840782106,8.991034508,64.44041443,10.52590275,-10.0625267,-1.182617188,0.08203125,-1.37109375, 
1634,333154657,0.776510596,-0.067744046,-0.168721721,-0.603303492,3.287142754,0.640734434,8.948332787,74.93984985,8.526421547,-12.99416924,-1.183105469,0.077148438,-1.375, 
1635,333162990,0.776242435,-0.062105555,-0.172786951,-0.60310483,3.177250385,0.691894054,8.706110001,95.43087769,1.057710171,-17.17794418,-1.181640625,0.06640625,-1.378417969, 
1636,333171323,0.775468349,-0.055667404,-0.177569985,-0.603339911,3.189618587,1.464798808,9.400130272,108.3808441,-0.719588637,-28.49118042,-1.181152344,0.049804688,-1.376464844, 
1637,333179656,0.774532139,-0.048445687,-0.182851702,-0.603587985,3.092191696,0.833072245,8.262357712,120.8000488,-0.006121887,-32.29472351,-1.180175781,0.036621094,-1.379882813, 
1638,333187989,0.773661435,-0.039808948,-0.189705223,-0.60322094,3.512909889,1.370427012,8.181863785,150.4281769,-5.163911819,-29.77749825,-1.182128906,0.018554688,-1.377929688, 
1639,333196322,0.772921324,-0.030232914,-0.197635815,-0.602178514,3.566793442,1.945348978,8.601512909,171.2737427,-8.946367264,-24.57292366,-1.180175781,-0.002929688,-1.376953125, 
1640,333204655,0.772016525,-0.020419722,-0.205771446,-0.601025701,3.082226038,2.090463161,8.601946831,175.6416626,-9.568410873,-25.47193909,-1.180175781,-0.023925781,-1.375976563, 
1641,333212988,0.770888984,-0.010405642,-0.214003488,-0.599853635,3.049049616,2.188927889,8.59308815,178.6432495,-9.646842957,-27.7204113,-1.183105469,-0.042480469,-1.375, 
1642,333221321,0.769599259,-0.000318524,-0.222305432,-0.598579347,3.070820332,2.448608637,8.632447243,180.1925812,-10.19831276,-28.18121147,-1.184570313,-0.065429688,-1.37109375, 
1643,333229654,0.768151224,0.009265017,-0.230214477,-0.597376823,2.930549383,2.726829529,8.408257484,171.4856567,-10.74974918,-28.71484947,-1.184082031,-0.086425781,-1.37109375, 
1644,333237987,0.766618669,0.018521929,-0.238077968,-0.596046567,3.018208265,2.686179638,8.329230309,167.9983368,-13.12323856,-27.02023697,-1.184082031,-0.104980469,-1.366210938, 
1645,333246320,0.765082777,0.027521042,-0.246392593,-0.594290853,3.237344503,2.973793268,8.132192612,170.4495239,-19.9779892,-21.6116066,-1.185546875,-0.125976563,-1.363769531, 
1646,333254653,0.763644814,0.036038943,-0.254223734,-0.592383444,3.043247938,3.414450884,8.076523781,161.8338318,-18.3511219,-17.75675774,-1.186523438,-0.14453125,-1.353027344, 
1647,333262986,0.762001693,0.044245284,-0.261405498,-0.590815723,3.05004096,4.019037247,7.929107666,152.2638855,-15.03847122,-22.23489189,-1.187988281,-0.161132813,-1.354492188, 
1648,333271319,0.760248303,0.051908441,-0.26802066,-0.589485526,3.288898945,4.404818535,7.901370525,141.1042175,-13.97293568,-24.00734138,-1.186035156,-0.181640625,-1.349609375, 
1649,333279652,0.758497238,0.058934249,-0.274462372,-0.588115096,3.451096296,4.422821999,7.960138798,133.2518463,-17.37312317,-21.33968163,-1.184570313,-0.196777344,-1.343261719, 
1650,333287985,0.756709576,0.065715656,-0.281084567,-0.586569548,3.437053442,4.365482807,8.021764755,132.7819824,-21.14246941,-18.74097061,-1.19140625,-0.210449219,-1.335449219, 
1651,333296318,0.754735589,0.072956868,-0.288024396,-0.584887683,3.430286407,4.368461609,8.010985374,140.8845215,-21.4194355,-20.30983353,-1.190917969,-0.2265625,-1.330566406, 
1652,333304651,0.752316535,0.081558809,-0.296366811,-0.582696259,3.566406488,4.380118847,7.981808186,168.6941833,-26.20125198,-22.59124184,-1.190429688,-0.245117188,-1.326660156, 
1653,333312984,0.749413669,0.091030568,-0.305614173,-0.580252051,3.577656031,4.869294643,7.581456184,186.5760193,-30.36026955,-26.36629295,-1.192871094,-0.267089844,-1.31640625, 
