PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
2997,344512536,0.797866344,0.052972067,-0.114019156,-0.589579165,0.782970011,2.874880314,8.861721039,-322.6310425,-35.94088745,48.68808746,-0.9921875,-0.0859375,-1.493164063, 
2998,344520869,0.800468087,0.034237299,-0.103631027,-0.589355469,0.794491053,2.107856035,8.961506844,-290.1619568,-35.129673,45.16819,-0.997070313,-0.047363281,-1.49609375, 
2999,344529202,0.802341521,0.018108839,-0.094341412,-0.589084566,0.94266963,1.450573683,8.828835487,-251.8894501,-26.733284,40.34387589,-0.997070313,-0.012207031,-1.491210938, 
3000,344537535,0.80397439,0.004185203,-0.086379327,-0.588342667,1.099269986,1.004284978,8.937927246,-216.3943329,-24.09283447,37.30108643,-1.004882813,0.022460938,-1.488769531, 
3001,344545868,0.805180311,-0.007942631,-0.079857834,-0.587575614,1.185430527,0.723632216,9.03948307,-184.6333618,-25.91289711,35.07832718,-1.006347656,0.044921875,-1.485839844, 
3002,344554201,0.806207299,-0.018676,-0.074870005,-0.586580098,1.122498274,0.455619901,9.021468163,-156.7621613,-31.93254089,31.46231651,-1.008789063,0.067871094,-1.481445313, 
3003,344562534,0.806919336,-0.028201433,-0.071306542,-0.585663676,1.109995961,0.264675528,8.991398811,-132.2116852,-38.39563751,26.47810936,-1.016601563,0.087402344,-1.479003906, 
3004,344570867,0.807444513,-0.036973454,-0.068414882,-0.584796011,1.387034178,0.184102237,9.22959137,-118.3903046,-39.8352356,23.38988113,-1.020019531,0.104980469,-1.474609375, 
3005,344579200,0.807860136,-0.045999341,-0.065158829,-0.583952963,1.395969272,0.302603722,9.333065033,-124.3863678,-38.03475571,22.70085144,-1.023925781,0.122558594,-1.46875, 
3006,344587533,0.808191836,-0.055889785,-0.06057274,-0.583124161,1.591161847,0.321650565,9.46030426,-144.571579,-30.15351677,23.44531059,-1.023925781,0.141113281,-1.46484375, 
3007,344595866,0.808468997,-0.067986287,-0.054081429,-0.582092643,1.41919899,-0.021706387,9.318888664,-184.4092407,-26.98564911,28.59838104,-1.030761719,0.159667969,-1.457519531, 
3008,344604199,0.80857259,-0.083042137,-0.046283823,-0.580666244,1.553814292,-0.268326104,9.43580246,-227.4744263,-36.53602219,34.98622513,-1.032714844,0.188476563,-1.451171875, 
3009,344612532,0.808430672,-0.099961936,-0.037980605,-0.578796744,1.589452386,-0.764823556,9.339934349,-252.4110107,-46.57606125,39.74811554,-1.034667969,0.220214844,-1.436523438, 
3010,344620865,0.807955742,-0.116328023,-0.030083232,-0.576862991,1.509480238,-1.227579355,9.303242683,-243.2754059,-46.82684326,36.93270493,-1.042480469,0.251464844,-1.427734375, 
3011,344629198,0.807216227,-0.132350475,-0.022124201,-0.574801266,1.63574481,-1.460056067,9.230986595,-240.4934845,-43.84701538,36.24044418,-1.043457031,0.279785156,-1.413085938, 
3012,344637531,0.806203008,-0.148660928,-0.014235857,-0.572481155,1.429192781,-2.02948761,8.818595886,-243.3741302,-47.34518051,36.87594604,-1.047851563,0.309570313,-1.397949219, 
3013,344645864,0.80508399,-0.164074779,-0.006873922,-0.569975972,1.659100294,-2.569602013,8.85940361,-229.644928,-46.63845825,36.86539078,-1.053222656,0.337402344,-1.384277344, 
3014,344654197,0.803930998,-0.17760545,-0.000648686,-0.567583859,1.71724236,-2.860758305,8.877433777,-199.7936401,-44.09349442,32.58221817,-1.057128906,0.364257813,-1.368164063, 
3015,344662530,0.802846551,-0.189301461,0.00443182,-0.565317214,1.735082626,-3.170199156,8.464671135,-170.5812988,-42.2377243,28.92946053,-1.056640625,0.388183594,-1.354980469, 
3016,344670863,0.801835954,-0.199168831,0.008686317,-0.563308299,1.671041489,-3.257982492,8.485539436,-143.585968,-36.35964584,24.60748672,-1.059570313,0.402832031,-1.341308594, 
3017,344679196,0.800829768,-0.207765773,0.012352953,-0.561563432,1.789630413,-3.320863485,8.286828995,-125.1483841,-32.39278793,20.28023529,-1.063476563,0.419433594,-1.329101563, 
3018,344687529,0.799761534,-0.215934604,0.01533607,-0.559928238,1.954324603,-3.355942249,8.166711807,-115.1445313,-36.17479324,16.70417023,-1.062011719,0.428222656,-1.318847656, 
3019,344695862,0.798651397,-0.224140033,0.017816273,-0.558211982,1.969511151,-3.445013285,8.060764313,-111.9817276,-42.33580017,15.77768803,-1.064941406,0.443359375,-1.309570313, 
3020,344704195,0.797536194,-0.23249045,0.02051283,-0.556295276,2.067633629,-3.61519599,8.343647003,-115.1338806,-41.57200623,18.56525612,-1.070800781,0.457519531,-1.298339844, 
3021,344712528,0.796344638,-0.241130039,0.023473043,-0.554203212,2.201645136,-3.678486586,8.405721664,-120.7798386,-41.54938507,20.66908455,-1.071777344,0.470703125,-1.287109375, 
3022,344720861,0.794978201,-0.25073424,0.026145138,-0.551778257,2.295831203,-4.013065338,7.950144768,-129.6712036,-52.98575211,21.71279144,-1.075683594,0.481933594,-1.276367188, 
3023,344729194,0.793631792,-0.260453731,0.029005244,-0.549064517,2.424826145,-4.301681519,7.868856907,-132.5574493,-52.92314529,25.62911797,-1.077636719,0.496582031,-1.263183594, 
3024,344737527,0.792361081,-0.269487232,0.032160539,-0.54635793,2.293597221,-4.432029247,8.141773224,-126.8625259,-44.41208267,27.45154953,-1.081054688,0.513183594,-1.24609375, 
3025,344745860,0.791088641,-0.277949125,0.035195909,-0.54376924,2.27098608,-4.741368771,7.904108524,-119.8454514,-41.096241,25.96413803,-1.084960938,0.525878906,-1.237792969, 
3026,344754193,0.789919674,-0.285111219,0.037857119,-0.541577578,2.279007196,-5.012658119,7.52438736,-102.1612091,-33.86875153,21.61591148,-1.082519531,0.534179688,-1.225585938, 
3027,344762526,0.788872182,-0.291212916,0.04000324,-0.539700329,2.304009438,-5.160466194,7.728114605,-86.32093811,-30.50624847,17.6361351,-1.083984375,0.546386719,-1.215820313, 
3028,344770859,0.787913799,-0.296041518,0.041443717,-0.53836292,2.263166904,-5.368257999,7.353527069,-66.46299744,-26.4899807,10.316782,-1.084960938,0.550292969,-1.205078125, 
3029,344779192,0.78707701,-0.299387544,0.042222079,-0.53767544,2.334809303,-5.401222229,7.467561245,-44.77981949,-20.21956062,2.318823099,-1.085449219,0.557617188,-1.196777344, 
3030,344787525,0.786425233,-0.301124215,0.04254213,-0.537634075,2.401167393,-5.481926441,7.397296906,-22.68936157,-10.62148762,-4.25357914,-1.088378906,0.559570313,-1.195800781, 
3031,344795858,0.785935342,-0.301446915,0.042513847,-0.538171589,2.382973909,-5.359135628,7.408141136,-3.949997425,-1.736824632,-9.941295624,-1.087890625,0.558105469,-1.194824219, 
3032,344804191,0.785621583,-0.300634414,0.042036109,-0.539120793,2.504573345,-5.193871975,7.31650877,12.75370407,3.515823603,-14.27658653,-1.089355469,0.559570313,-1.194824219, 
3033,344812524,0.785473704,-0.298920631,0.041459255,-0.540332735,2.430071831,-4.976387024,7.358544827,23.93355942,10.012393,-15.78493595,-1.0859375,0.55859375,-1.1953125, 
3034,344820857,0.785475612,-0.296518087,0.040890794,-0.541695356,2.321331739,-4.947377682,7.251126289,32.14271545,15.85931683,-15.861866,-1.086425781,0.551269531,-1.200683594, 
3035,344829190,0.785716534,-0.293196976,0.039993502,-0.543218374,2.347647905,-5.153785229,7.183708191,45.45683289,19.56518555,-16.64798546,-1.08984375,0.55078125,-1.205078125, 
3036,344837523,0.786306739,-0.288879633,0.03871138,-0.544768214,2.553744078,-5.065124512,7.349004269,60.63897324,22.86977005,-15.32280064,-1.090820313,0.544921875,-1.211425781, 
3037,344845856,0.787216067,-0.284217924,0.037248433,-0.546007693,2.344509363,-4.975798607,7.502008915,66.70694733,21.98944473,-10.12220097,-1.089355469,0.5390625,-1.220214844, 
3038,344854189,0.78823024,-0.27940008,0.035912838,-0.547119439,2.379281044,-4.783323288,8.001719475,67.89974213,24.08995247,-7.363204479,-1.088378906,0.526855469,-1.226074219, 
3039,344862522,0.78912127,-0.274677277,0.034756068,-0.548299968,2.218862534,-4.7088027,8.065114021,64.97682953,25.53631401,-8.404580116,-1.086914063,0.522949219,-1.231445313, 
3040,344870855,0.790009499,-0.269411176,0.033360496,-0.549718738,2.30273366,-4.903794765,7.861033916,72.88448334,28.04413986,-11.64163113,-1.084960938,0.515625,-1.241210938, 
3041,344879188,0.791120052,-0.262499362,0.031515662,-0.551571012,2.40659523,-4.815550327,7.853538513,95.07702637,37.00706482,-15.5954752,-1.084472656,0.505371094,-1.248046875, 
3042,344887521,0.792378545,-0.254117757,0.029354556,-0.553804398,2.348610163,-4.500492573,8.023391724,114.2719193,46.12860107,-19.11096573,-1.081054688,0.495117188,-1.261230469, 
3043,344895854,0.793658674,-0.244957402,0.027160591,-0.556205809,2.181448936,-4.269331932,8.30295372,123.0546265,52.17945862,-20.5874939,-1.077148438,0.484375,-1.278320313, 
3044,344904187,0.794937313,-0.235306576,0.024790343,-0.558651686,2.115527391,-4.19174242,8.247391701,129.8625793,54.25738525,-21.48491096,-1.074707031,0.472167969,-1.284667969, 
3045,344912520,0.796252072,-0.224855036,0.021926586,-0.561197758,2.097125053,-3.929744244,8.264779091,142.4698486,55.22559357,-23.63626671,-1.070800781,0.455566406,-1.304199219, 
3046,344920853,0.797501266,-0.213743031,0.018664738,-0.563877821,2.05426836,-3.677918434,8.289683342,152.7020569,56.49786758,-26.63006783,-1.06640625,0.439941406,-1.315917969, 
3047,344929186,0.798570812,-0.202164352,0.015327606,-0.566727281,1.911358356,-3.464703083,8.389298439,157.8344727,59.73540878,-29.99299431,-1.061523438,0.422851563,-1.330566406, 
3048,344937519,0.79924947,-0.191220745,0.012235362,-0.569636643,1.775931597,-3.37070179,8.595768929,147.9622192,57.82374191,-33.14261627,-1.055664063,0.404296875,-1.34375, 
3049,344945852,0.79991287,-0.180782884,0.009252431,-0.572164297,2.169310331,-2.461062431,8.579111099,141.3617706,53.96277237,-28.86710548,-1.055664063,0.386230469,-1.356445313, 
3050,344954185,0.800684631,-0.170703456,0.006987922,-0.574209392,1.859184027,-2.405981541,8.893249512,132.0542297,57.93038177,-20.9624691,-1.051269531,0.366699219,-1.371582031, 
3051,344962518,0.801473677,-0.160408378,0.004464278,-0.576099038,1.675616264,-2.174017668,8.691544533,136.4209595,56.31657028,-19.70185661,-1.047363281,0.352539063,-1.382324219, 
3052,344970851,0.802198172,-0.150048047,0.00125109,-0.577895403,1.439992189,-2.199866533,8.446344376,142.536026,49.12857056,-20.70212555,-1.039550781,0.338378906,-1.394042969, 
3053,344979184,0.802907407,-0.139816195,-0.00262182,-0.579469442,1.405753732,-2.103196144,8.576389313,146.2419128,40.27516174,-19.73253822,-1.033691406,0.319824219,-1.409179688, 
3054,344987517,0.803627789,-0.129925281,-0.006739826,-0.580738187,1.358696818,-2.001826048,8.745638847,144.5460052,34.36157227,-16.73257256,-1.028808594,0.302246094,-1.416503906, 
3055,344995850,0.804198146,-0.120520979,-0.011025256,-0.581909895,1.352744341,-2.02774477,9.123444557,140.164505,28.34001732,-17.10869789,-1.029296875,0.288085938,-1.424804688, 
3056,345004183,0.804583788,-0.111388832,-0.014865521,-0.583109796,1.350509763,-1.988006949,9.738838196,133.3634644,31.20298195,-18.12468147,-1.025390625,0.270019531,-1.431152344, 
3057,345012516,0.804826677,-0.102588385,-0.018230218,-0.58429271,1.357058525,-1.620525479,9.728785515,125.5851212,33.64865875,-18.2740612,-1.021484375,0.251464844,-1.44140625, 
3058,345020849,0.804926574,-0.094202988,-0.020968413,-0.585474193,1.30184257,-1.257731318,9.776350021,115.8356628,37.31064224,-18.42848587,-1.021484375,0.23828125,-1.444824219, 
3059,345029182,0.804870605,-0.086479209,-0.023153214,-0.586659312,1.296604276,-1.176365137,9.536931992,103.7775574,37.96754074,-18.8089962,-1.014648438,0.229003906,-1.453613281, 
3060,345037515,0.804774523,-0.078194588,-0.025402289,-0.58785975,1.437903523,-1.454194069,9.179812431,110.5268097,41.887043,-19.56347656,-1.01171875,0.208496094,-1.458984375, 
3061,345045848,0.804613292,-0.068619989,-0.028403601,-0.589137137,1.246275306,-1.188289046,9.133415222,130.7131195,43.94844818,-22.19247818,-1.008300781,0.194824219,-1.468261719, 
3062,345054181,0.804295123,-0.058440287,-0.032111619,-0.590477347,1.192938924,-0.91435051,9.106196404,143.0365295,41.13228226,-25.07245827,-1.001464844,0.176269531,-1.476074219, 
3063,345062514,0.80392009,-0.04760902,-0.036405943,-0.591710389,1.236824274,-0.41636917,8.974527359,154.9368896,39.72575378,-25.09434509,-0.997070313,0.156738281,-1.483886719, 
3064,345070847,0.803443849,-0.036555428,-0.040824391,-0.592853904,1.051900506,-0.059972033,9.15017128,158.4541168,40.15476608,-25.13461113,-0.995605469,0.137695313,-1.489746094, 
3065,345079180,0.802828908,-0.026185028,-0.044545997,-0.593966722,0.896845222,0.217956513,9.369297028,145.1036682,42.09052658,-25.17395592,-0.986328125,0.116699219,-1.495605469, 
3066,345087513,0.802101493,-0.016667882,-0.04799708,-0.595023096,1.03797853,0.045613956,9.100394249,133.534256,38.11894989,-24.86723328,-0.983398438,0.099121094,-1.499023438, 
3067,345095846,0.801414788,-0.006838047,-0.052327208,-0.595776916,0.845965385,0.219202027,8.805597305,144.317688,30.83876228,-21.58516693,-0.979003906,0.078613281,-1.502929688, 
3068,345104179,0.800742745,0.003524424,-0.058360733,-0.596148729,0.644490659,0.588573158,8.736465454,164.4888458,16.50376892,-17.81879807,-0.976074219,0.056640625,-1.506835938, 
3069,345112512,0.800062597,0.014604304,-0.066455379,-0.59604609,0.600124717,1.01834774,8.996432304,189.6038818,-0.391116232,-13.11116695,-0.976074219,0.03515625,-1.508789063, 
3070,345120845,0.799345255,0.026510863,-0.075600617,-0.59550786,0.413407326,1.379839778,9.255360603,207.7826385,-5.02409029,-9.192325592,-0.973632813,0.011230469,-1.510253906, 
3071,345129178,0.798306048,0.039430615,-0.085742787,-0.594812095,0.601223648,1.447224498,9.412014961,227.5365448,-7.657877445,-7.703653336,-0.977539063,-0.015136719,-1.509277344, 
3072,345137511,0.797100782,0.05393707,-0.096792661,-0.59359318,0.854386508,1.993890047,9.536881447,252.9217224,-4.861407757,-7.779109955,-0.975097656,-0.049316406,-1.509277344, 
3073,345145844,0.795337081,0.069195695,-0.10845571,-0.592358649,1.018643737,2.556670427,9.242251396,266.923584,-5.282474518,-7.875258446,-0.974121094,-0.08203125,-1.509765625, 
3074,345154177,0.793659091,0.084192656,-0.119745538,-0.590489864,0.908183098,3.026057959,9.263647079,261.569397,-3.492532015,-5.043977261,-0.977539063,-0.114257813,-1.506835938, 
3075,345162510,0.792017996,0.097887702,-0.129757807,-0.588463366,0.559911072,3.1986022,9.072027206,237.0761414,-0.158060446,-2.972998857,-0.975097656,-0.145019531,-1.497558594, 
3076,345170843,0.790315747,0.109947488,-0.138460293,-0.586636245,0.360807866,3.384297609,8.808376312,208.5136414,0.777319252,-3.867141247,-0.973144531,-0.173339844,-1.495605469, 
3077,345179176,0.788773239,0.121004678,-0.146567598,-0.58456248,0.631797314,3.395291328,8.409820557,192.589325,-1.872986674,-3.428128481,-0.973632813,-0.195800781,-1.492675781, 
3078,345187509,0.786740065,0.132818699,-0.155907065,-0.582317114,1.12772119,3.488351822,8.220629692,212.3213196,-8.149198532,-0.446589172,-0.974609375,-0.216796875,-1.485351563, 
3079,345195842,0.784746528,0.145561621,-0.165615365,-0.579272687,0.655979335,3.85141921,8.424479485,226.5720825,-4.807330608,3.562434912,-0.972167969,-0.247558594,-1.478027344, 
3080,345204175,0.78254056,0.157677144,-0.174037665,-0.576610446,0.166996881,4.355885506,8.735815048,209.503891,4.473980427,0.236121133,-0.966796875,-0.271972656,-1.46875, 
3081,345212508,0.780616105,0.167893469,-0.180330217,-0.574397087,0.30501923,4.681926727,8.899839401,170.4106598,11.94765759,-2.374564886,-0.969238281,-0.293457031,-1.464355469, 
3082,345220841,0.779124439,0.175888181,-0.185397133,-0.572413385,0.733194828,4.935760975,8.65735817,135.3901978,8.185545921,1.192823172,-0.968261719,-0.312988281,-1.459960938, 
3083,345229174,0.777751803,0.182408437,-0.191044971,-0.570378661,0.948953986,4.944033623,8.249267578,123.9252853,-9.307200432,7.914855957,-0.96875,-0.328125,-1.451171875, 
3084,345237507,0.776296973,0.18853803,-0.197432965,-0.568187892,1.043173075,5.111607075,8.099762917,126.2503281,-20.02461815,11.74867821,-0.972167969,-0.337890625,-1.4453125, 
3085,345245840,0.774711788,0.194521114,-0.203398064,-0.566227198,0.793534696,5.308905125,8.168331146,121.0138397,-17.69082451,7.650330067,-0.971191406,-0.350585938,-1.437011719, 
3086,345254173,0.773266375,0.199775934,-0.208405808,-0.564549983,0.802086473,5.33020401,7.993127823,104.7145081,-13.44314861,5.120836258,-0.974121094,-0.364257813,-1.432617188, 
3087,345262506,0.772091329,0.204064459,-0.212397903,-0.563134491,0.818176746,5.497825146,7.882032871,84.97598267,-10.1718502,4.490793705,-0.974609375,-0.375976563,-1.42578125, 
3088,345270839,0.771207929,0.207432583,-0.215471804,-0.56194526,0.799968123,5.554653645,7.821557522,66.69916534,-7.250867367,4.383150578,-0.973632813,-0.384277344,-1.426269531, 
3089,345279172,0.770517111,0.21036607,-0.217714369,-0.560937226,0.696797073,5.605476379,7.822280884,54.49112701,-1.820600867,2.946899891,-0.97265625,-0.391113281,-1.420410156, 
3090,345287505,0.769864261,0.21316734,-0.219617993,-0.560033441,0.780026674,5.726967335,7.766188622,50.14250946,0.644173741,1.467903733,-0.973632813,-0.393066406,-1.41796875, 
3091,345295838,0.769086123,0.216663077,-0.222078711,-0.558789313,1.10698235,5.69666338,7.729458332,63.08972549,0.633365452,3.727678776,-0.975585938,-0.402832031,-1.416015625, 
3092,345304171,0.768213511,0.220945567,-0.225418493,-0.556972742,1.215063334,5.871488094,7.582451344,80.28647614,-1.119899154,9.188467026,-0.975585938,-0.407226563,-1.410644531, 
3093,345312504,0.767274141,0.225582838,-0.229118794,-0.554894686,1.096158504,6.046300411,7.640615463,87.71633148,-1.702500343,11.52003098,-0.974121094,-0.415527344,-1.406738281, 
3094,345320837,0.766414702,0.229777873,-0.232669011,-0.552880287,1.028066158,6.135338306,7.538773537,81.54750061,-3.361914158,12.30183601,-0.974609375,-0.423828125,-1.401367188, 
3095,345329170,0.765886307,0.233020112,-0.235620752,-0.551001966,0.96194905,6.1593647,7.373029232,65.37878418,-3.741665125,14.62600327,-0.9765625,-0.430175781,-1.397460938, 
3096,345337503,0.765629113,0.235314205,-0.237681136,-0.549497485,0.737843335,6.047557354,7.139194965,46.65355301,-1.782869816,12.87619877,-0.973632813,-0.435058594,-1.395019531, 
3097,345345836,0.765572608,0.236962587,-0.238994524,-0.548297048,0.781709075,6.022803783,7.130571365,32.46930313,0.802494764,10.96753883,-0.979492188,-0.4375,-1.394042969, 
3098,345354169,0.765576601,0.238378912,-0.240267709,-0.547119856,0.933955669,5.943380356,7.230271816,29.54860687,-0.328951061,11.72746181,-0.98046875,-0.439941406,-1.391113281, 
3099,345362502,0.765565991,0.239888221,-0.241978139,-0.545719326,0.959124982,6.052359581,7.286499023,34.49982834,-3.622510433,15.18047428,-0.977050781,-0.440917969,-1.390136719, 
3100,345370835,0.765534699,0.241222039,-0.243980959,-0.544281542,0.965497553,6.272209644,7.368088722,35.14095688,-7.889054775,16.88169861,-0.981445313,-0.445800781,-1.383789063, 
3101,345379168,0.765609443,0.242200151,-0.245611653,-0.543007135,1.018784761,6.423729897,7.416587353,27.61030006,-6.892272472,16.00015259,-0.979492188,-0.443847656,-1.3828125, 
3102,345387501,0.765986443,0.242455229,-0.246436149,-0.54198724,1.039705276,6.38812685,7.407007694,12.21220589,-3.559111834,15.24710846,-0.987304688,-0.446289063,-1.384277344, 
3103,345395834,0.766686738,0.241690651,-0.246070281,-0.541504383,0.909349322,6.431349277,7.468474388,-10.40136623,0.613435447,11.57484436,-0.983398438,-0.443847656,-1.381835938, 
3104,345404167,0.76762861,0.239971593,-0.244444177,-0.541671097,1.050865173,6.337768078,7.666045666,-32.7453537,5.523534775,5.477890015,-0.984375,-0.442382813,-1.385742188, 
3105,345412500,0.768961608,0.237123385,-0.241741717,-0.542247057,1.111573458,6.161605358,7.840936661,-55.4556694,8.366220474,4.403380871,-0.987304688,-0.438964844,-1.387207031, 
3106,345420833,0.770706475,0.233221531,-0.237817585,-0.543196499,0.86616385,6.166244984,7.949053764,-78.18685913,13.65205288,2.957589865,-0.984863281,-0.428222656,-1.393066406, 
3107,345429166,0.772653282,0.22868593,-0.232514799,-0.544653416,0.656284034,6.125563145,7.818717003,-97.61082458,22.48662567,-3.176436186,-0.979492188,-0.418945313,-1.402832031, 
3108,345437499,0.774810612,0.223621607,-0.225469664,-0.546649992,0.542230725,5.945024967,7.764082432,-118.5643234,36.09067917,-11.20835304,-0.977050781,-0.407714844,-1.409179688, 
3109,345445832,0.777189255,0.21793735,-0.215847045,-0.549445987,0.328701794,5.851550579,7.621542931,-147.8091278,57.04197693,-23.98330307,-0.974609375,-0.395019531,-1.418945313, 
3110,345454165,0.779934824,0.211080492,-0.203467369,-0.552945256,0.273148358,5.683262348,7.653276443,-184.260498,76.71076202,-33.5940361,-0.96484375,-0.375976563,-1.435546875, 
3111,345462498,0.782939076,0.203124642,-0.189099267,-0.55676645,0.412377834,5.496414185,7.934263706,-212.9273834,89.38156891,-37.69362259,-0.952636719,-0.358886719,-1.452636719, 
3112,345470831,0.785923123,0.19500865,-0.174193084,-0.560315907,0.568293929,5.186142445,8.290405273,-217.9051819,94.7460022,-36.09396744,-0.936035156,-0.336914063,-1.46875, 
3113,345479164,0.788741887,0.187384561,-0.15934895,-0.563366473,0.585556448,4.974265099,8.662789345,-210.579895,98.70643616,-32.91045761,-0.924804688,-0.309570313,-1.486328125, 
3114,345487497,0.791582465,0.178833351,-0.145286918,-0.565957785,0.434379935,4.683731556,8.685587883,-213.5182495,84.37372589,-23.78886604,-0.912597656,-0.287597656,-1.497070313, 
3115,345495830,0.794404507,0.168016836,-0.133131683,-0.568302989,0.642730296,4.568589211,8.377548218,-222.9099426,46.44590759,-11.97178364,-0.903808594,-0.2578125,-1.509765625, 
3116,345504163,0.79725951,0.155607894,-0.122688398,-0.570185781,0.685596406,4.237072468,8.321739197,-226.0459137,16.53376389,0.141755596,-0.900390625,-0.232910156,-1.522949219, 
3117,345512496,0.800078511,0.142554149,-0.112840854,-0.571681857,0.384723425,3.734002829,8.492478371,-227.8301849,5.606444836,6.520172596,-0.899902344,-0.203125,-1.52734375, 
3118,345520829,0.802882314,0.129235804,-0.102715664,-0.572824836,0.155240282,3.241611958,8.723851204,-232.232666,7.354196072,10.09499836,-0.897460938,-0.174316406,-1.531738281, 
3119,345529162,0.805651903,0.115566924,-0.092280172,-0.573632479,0.08028803,2.986952066,8.967954636,-238.1432648,7.610319614,10.65464592,-0.900390625,-0.142089844,-1.5390625, 
3120,345537495,0.807922006,0.101811856,-0.082034774,-0.574601829,0.016358871,2.629667759,9.359178543,-236.8795166,4.889973164,8.149802208,-0.897460938,-0.11328125,-1.54296875, 
3121,345545828,0.809647024,0.089045845,-0.07248465,-0.575577319,0.414594084,2.30924058,8.942223549,-219.749176,5.13648653,7.599887371,-0.900878906,-0.080566406,-1.546386719, 
3122,345554161,0.811286628,0.077950627,-0.063482955,-0.575941384,0.162632763,2.03102231,8.859388351,-195.977478,12.13823032,8.769536018,-0.898925781,-0.054199219,-1.546875, 
3123,345562494,0.812479913,0.068126835,-0.055202611,-0.576357901,0.06420628,1.776933908,9.049677849,-175.7693481,14.30701733,8.560665131,-0.8984375,-0.028808594,-1.550292969, 
3124,345570827,0.813715637,0.059291143,-0.047461562,-0.576280832,-0.007030257,1.50737226,9.299253464,-159.995636,16.01579475,9.921900749,-0.892089844,-0.004882813,-1.549804688, 
3125,345579160,0.814879298,0.05094545,-0.039678976,-0.576022804,0.108709417,1.426586151,9.467829704,-154.7849274,20.35777473,11.04846478,-0.895996094,0.016601563,-1.552734375, 
3126,345587493,0.816091418,0.042811662,-0.031520315,-0.575472713,-0.036116436,1.221467018,9.407011986,-155.1429291,26.58927536,14.30211258,-0.887695313,0.032714844,-1.551757813, 
3127,345595826,0.817169785,0.034709584,-0.023888102,-0.574855506,-0.226477176,1.001206875,9.288394928,-150.6342163,20.80560303,14.30854607,-0.884277344,0.056640625,-1.555664063, 
3128,345604159,0.818036377,0.026615564,-0.018045085,-0.574267566,-0.154576212,0.810434222,8.939090729,-136.1876984,0.788201392,13.13963985,-0.884277344,0.073730469,-1.548828125, 
3129,345612492,0.818696439,0.019217961,-0.013453119,-0.573747635,-0.340561986,0.527169108,8.947047234,-118.5344391,-7.972504139,11.04593086,-0.886230469,0.091308594,-1.549316406, 
3130,345620825,0.819140851,0.012669113,-0.009449597,-0.573375165,-0.437173724,0.377020299,9.293411255,-104.1852493,-7.868718624,7.664430141,-0.88671875,0.104492188,-1.547363281, 
3131,345629158,0.819394827,0.006557691,-0.00553656,-0.573165774,-0.41158995,0.319916606,9.632352829,-98.65470886,-5.60509634,4.300001144,-0.890136719,0.122070313,-1.543945313, 
3132,345637491,0.819505572,0.000450939,-0.001488819,-0.573069513,-0.125653014,0.279996365,9.88820076,-99.53684998,-3.959675074,1.86903584,-0.888183594,0.131347656,-1.539550781, 
3133,345645824,0.819523275,-0.005864236,0.003141881,-0.573007941,-0.142375901,0.098021828,9.846054077,-106.6020432,0.848492801,0.756997764,-0.885742188,0.149414063,-1.539550781, 
3134,345654157,0.819429517,-0.012301319,0.008306852,-0.572988451,-0.132287458,-0.08824154,9.577167511,-112.0713882,6.034998894,-0.567464054,-0.886230469,0.161621094,-1.538085938, 
3135,345662490,0.819325984,-0.019183442,0.014182236,-0.572831869,-0.000189226,-0.396254182,9.483428001,-122.8257751,10.3919363,0.97281605,-0.88671875,0.179199219,-1.533691406, 
