PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
643,4226989259,-0.628084,-0.280786,0.696276,-0.204642,9.798822403,0.694574177,-1.26692307,-0.89710021,-1.797645569,0.279938012,-1.020019531,-0.8359375,0.177246094
644,4226997592,-0.627999,-0.280767,0.696368,-0.204616,9.80503273,0.628394902,-1.273510218,-0.696950495,-1.788398623,0.424351007,-1.017578125,-0.837890625,0.178222656
645,4227005925,-0.627911,-0.28075,0.696462,-0.20459,9.802856445,0.624026835,-1.311251998,-0.68309325,-1.854073644,0.443356812,-1.021484375,-0.8359375,0.174804688
646,4227014258,-0.627824,-0.280743,0.696546,-0.204582,9.817978859,0.669155955,-1.313725948,-0.39383164,-1.714399099,0.451066673,-1.018554688,-0.836914063,0.177734375
647,4227022591,-0.627745,-0.280741,0.69662,-0.204574,9.801647186,0.658683896,-1.340657234,-0.093351081,-1.543193579,0.315003872,-1.018554688,-0.836914063,0.178710938
648,4227030924,-0.627672,-0.280757,0.69668,-0.204573,9.789287567,0.641724467,-1.313955784,-0.121962182,-1.406080604,0.153249964,-1.018554688,-0.834960938,0.178710938
649,4227039257,-0.627606,-0.28076,0.696742,-0.204557,9.807498932,0.674534559,-1.313934326,-0.441346049,-1.376060843,0.150893465,-1.016601563,-0.837890625,0.182128906
650,4227047590,-0.62755,-0.280759,0.696794,-0.204555,9.785110474,0.672803581,-1.316280484,-0.32585147,-1.146377921,0.23516427,-1.0234375,-0.8359375,0.179199219
651,4227055923,-0.627497,-0.280755,0.696845,-0.204548,9.808384895,0.646166682,-1.320715189,-0.379615784,-1.107930899,0.211778492,-1.017089844,-0.836425781,0.180175781
652,4227064256,-0.62745,-0.280749,0.696893,-0.204538,9.798622131,0.672581851,-1.318204522,-0.460198134,-1.033623934,0.172844842,-1.017578125,-0.838378906,0.180664063
653,4227072589,-0.627409,-0.280749,0.696934,-0.204525,9.798027039,0.663719654,-1.312954187,-0.332690477,-0.915772855,0.034246236,-1.018066406,-0.833984375,0.181640625
654,4227080922,-0.627369,-0.280752,0.696974,-0.204505,9.783051491,0.679040551,-1.286124229,-0.477103561,-0.969332337,-0.051907249,-1.019042969,-0.836914063,0.180175781
655,4227089255,-0.627332,-0.280745,0.697016,-0.204486,9.781877518,0.690599859,-1.27867794,-0.887264252,-0.918385625,0.101381145,-1.019042969,-0.8359375,0.178710938
656,4227097588,-0.627309,-0.280701,0.697067,-0.20444,9.782435417,0.699998677,-1.273642421,-1.23915267,-0.86682409,0.172870472,-1.018554688,-0.8359375,0.177734375
657,4227105921,-0.627295,-0.280663,0.697111,-0.204387,9.793235779,0.711722195,-1.297926307,-1.293429136,-0.759807825,0.000742813,-1.018554688,-0.836425781,0.180664063
658,4227114254,-0.627279,-0.280617,0.697159,-0.204334,9.794023514,0.661931217,-1.343060732,-1.341763258,-0.779274583,0.104173094,-1.017578125,-0.833984375,0.178710938
659,4227122587,-0.627254,-0.2806,0.697195,-0.204313,9.797706604,0.656166077,-1.339427114,-0.886034787,-0.733937383,0.091724575,-1.020019531,-0.835449219,0.181640625
660,4227130920,-0.627236,-0.280583,0.697223,-0.204299,9.808608055,0.644349575,-1.334105372,-0.653201461,-0.565805674,0.094798289,-1.020019531,-0.834472656,0.181640625
661,4227139253,-0.627215,-0.280567,0.697249,-0.204293,9.782320976,0.648212075,-1.334370017,-0.478998929,-0.540268183,0.140929505,-1.01953125,-0.837890625,0.1796875
662,4227147586,-0.6272,-0.280562,0.697265,-0.204292,9.792013168,0.659055769,-1.308147669,-0.38881126,-0.419599563,0.022309998,-1.017089844,-0.835449219,0.180175781
663,4227155919,-0.627184,-0.280557,0.697284,-0.204285,9.795460701,0.655300558,-1.295372725,-0.406792432,-0.463425517,-0.008260589,-1.020019531,-0.834472656,0.183105469
664,4227164252,-0.627168,-0.280555,0.697298,-0.204289,9.793909073,0.667159975,-1.295773268,-0.314658105,-0.398339778,0.033862021,-1.017089844,-0.833984375,0.178710938
665,4227172585,-0.627154,-0.280558,0.697306,-0.204298,9.777134895,0.64688164,-1.296688795,-0.362582326,-0.326440632,0.034476765,-1.01953125,-0.833007813,0.180664063
666,4227180918,-0.627147,-0.280563,0.697311,-0.204299,9.786934853,0.628792107,-1.284021139,-0.291400373,-0.268911064,-0.119067766,-1.013671875,-0.837402344,0.181640625
667,4227189251,-0.627125,-0.280575,0.697324,-0.204304,9.77097702,0.646109164,-1.26899302,-0.192298889,-0.481073767,-0.074652694,-1.01953125,-0.836425781,0.178222656
668,4227197584,-0.627106,-0.280591,0.69733,-0.204317,9.808563232,0.657932878,-1.264207602,-0.035949584,-0.372597456,-0.079365715,-1.016601563,-0.836914063,0.183105469
669,4227205917,-0.627078,-0.280614,0.697345,-0.204326,9.795325279,0.691000402,-1.270709753,-0.157232955,-0.574411988,-0.097936019,-1.021972656,-0.834960938,0.178710938
670,4227214250,-0.627059,-0.280625,0.69736,-0.204316,9.763923645,0.683861852,-1.270852804,-0.325492889,-0.530637324,-0.198523104,-1.020019531,-0.834472656,0.180175781
671,4227222583,-0.627038,-0.280617,0.697385,-0.204303,9.760604858,0.688654244,-1.271968603,-0.458020926,-0.570185661,0.002971251,-1.019042969,-0.8359375,0.181640625
672,4227230916,-0.627019,-0.280618,0.697406,-0.204291,9.779502869,0.665721893,-1.286617875,-0.450157344,-0.560349762,-0.100266919,-1.019042969,-0.835449219,0.180664063
673,4227239249,-0.626997,-0.280631,0.697422,-0.204285,9.772356987,0.643097579,-1.284493446,-0.331076771,-0.560990095,-0.155516818,-1.017578125,-0.8359375,0.1796875
674,4227247582,-0.626979,-0.280625,0.69745,-0.204252,9.791647911,0.676844537,-1.285616398,-0.736831903,-0.656992376,-0.191453606,-1.017089844,-0.835449219,0.182128906
675,4227255915,-0.626968,-0.28061,0.697478,-0.204214,9.801805496,0.66266048,-1.304957747,-0.841030657,-0.591086924,-0.156567007,-1.018554688,-0.834960938,0.185546875
676,4227264248,-0.626958,-0.280595,0.697503,-0.204176,9.789609909,0.660958469,-1.291030884,-0.884062529,-0.561861038,-0.177468225,-1.020019531,-0.836425781,0.178710938
677,4227272581,-0.626953,-0.280572,0.697533,-0.204124,9.812713623,0.658462107,-1.30025804,-0.991206646,-0.570262492,-0.217785031,-1.019042969,-0.833984375,0.180175781
678,4227280914,-0.626943,-0.280561,0.697559,-0.20408,9.796097755,0.639085054,-1.306817293,-0.907140911,-0.615727782,-0.268475592,-1.020019531,-0.8359375,0.18359375
679,4227289247,-0.626933,-0.280551,0.697579,-0.204054,9.802327156,0.667868078,-1.312539577,-0.737779617,-0.470264494,-0.130799085,-1.021972656,-0.834472656,0.176757813
680,4227297580,-0.626922,-0.280545,0.697601,-0.204024,9.771492004,0.664649665,-1.325636148,-0.716494203,-0.550078511,-0.207001448,-1.018554688,-0.834960938,0.177734375
681,4227305913,-0.62691,-0.280535,0.697627,-0.203982,9.764395714,0.660886943,-1.317131639,-0.881347358,-0.604790509,-0.240658566,-1.020996094,-0.833496094,0.180664063
682,4227314246,-0.6269,-0.280523,0.69765,-0.203951,9.784695625,0.667717874,-1.335628867,-0.791774452,-0.530842245,-0.146961674,-1.020996094,-0.837402344,0.181640625
683,4227322579,-0.626894,-0.280514,0.697666,-0.203927,9.79473877,0.681100845,-1.339806199,-0.710372388,-0.408406168,-0.148652226,-1.020996094,-0.833984375,0.181152344
684,4227330912,-0.626893,-0.280515,0.697675,-0.2039,9.781748772,0.663147032,-1.331816792,-0.629456997,-0.337352276,-0.316809654,-1.020019531,-0.834472656,0.184082031
685,4227339245,-0.626894,-0.280514,0.69768,-0.20388,9.784051895,0.664191544,-1.286159873,-0.600051939,-0.255028129,-0.264351696,-1.019042969,-0.833984375,0.1796875
686,4227347578,-0.626882,-0.280522,0.697693,-0.203863,9.807413101,0.658254683,-1.302618504,-0.454306901,-0.452129722,-0.25282532,-1.020019531,-0.8359375,0.181152344
687,4227355911,-0.626873,-0.280541,0.697696,-0.203852,9.795990944,0.665950894,-1.282247663,-0.360712498,-0.358970731,-0.343192339,-1.018066406,-0.834472656,0.182617188
688,4227364244,-0.626859,-0.280554,0.697709,-0.203835,9.772393227,0.67025739,-1.28821969,-0.389400363,-0.485325664,-0.289274335,-1.021484375,-0.8359375,0.182128906
689,4227372577,-0.626846,-0.280553,0.697728,-0.203811,9.774410248,0.696121812,-1.291717649,-0.526385307,-0.513347685,-0.219782934,-1.018066406,-0.834472656,0.180175781
690,4227380910,-0.62683,-0.28055,0.697752,-0.20378,9.780361176,0.668296993,-1.268642783,-0.684911847,-0.620082259,-0.214352727,-1.020996094,-0.835449219,0.182617188
691,4227389243,-0.626812,-0.280551,0.697776,-0.203751,9.796941757,0.666666448,-1.301445484,-0.618084252,-0.636321604,-0.22759527,-1.017578125,-0.831542969,0.181152344
692,4227397576,-0.626792,-0.280571,0.697793,-0.203727,9.775749207,0.670314074,-1.30835557,-0.384815514,-0.628534913,-0.39623946,-1.017089844,-0.834960938,0.182617188
693,4227405909,-0.626768,-0.280594,0.697813,-0.203704,9.773129463,0.671480298,-1.3086555,-0.255745322,-0.693492591,-0.396700472,-1.020996094,-0.835449219,0.180175781
694,4227414242,-0.626749,-0.280603,0.697836,-0.203669,9.768930435,0.673618972,-1.31086576,-0.605661392,-0.679917037,-0.363068968,-1.018554688,-0.837890625,0.181152344
695,4227422575,-0.626751,-0.280583,0.69786,-0.203606,9.789323807,0.680786133,-1.311101794,-1.145404458,-0.512784064,-0.390527397,-1.017578125,-0.834960938,0.179199219
696,4227430908,-0.626752,-0.280551,0.697897,-0.203526,9.796978951,0.714982927,-1.314541817,-1.510048628,-0.675383329,-0.352106065,-1.019042969,-0.836425781,0.1796875
697,4227439241,-0.626755,-0.280509,0.697937,-0.203432,9.77685833,0.68906635,-1.318087339,-1.671725988,-0.696720004,-0.38386777,-1.020019531,-0.836914063,0.181640625
698,4227447574,-0.626759,-0.280476,0.697969,-0.203356,9.784552574,0.644235134,-1.30129528,-1.484306455,-0.579919159,-0.344344944,-1.01953125,-0.834472656,0.179199219
699,4227455907,-0.626748,-0.280444,0.698012,-0.203287,9.782485962,0.680986404,-1.278964043,-1.390583992,-0.791953683,-0.200085595,-1.018554688,-0.833496094,0.179199219
700,4227464240,-0.626748,-0.280406,0.698054,-0.203197,9.776338577,0.699091136,-1.316321015,-1.674415231,-0.75611937,-0.364272803,-1.01953125,-0.837402344,0.1796875
701,4227472573,-0.626749,-0.280374,0.698094,-0.203101,9.792022705,0.682971478,-1.332629919,-1.759582758,-0.758014917,-0.463656098,-1.021484375,-0.836425781,0.181152344
702,4227480906,-0.626736,-0.280366,0.698123,-0.20305,9.805224419,0.659620881,-1.323869586,-0.942001879,-0.696489453,-0.326568663,-1.018554688,-0.835449219,0.181152344
703,4227489239,-0.626711,-0.280385,0.698143,-0.203035,9.791241646,0.618899524,-1.322482228,-0.356306791,-0.661449194,-0.274648637,-1.020019531,-0.839355469,0.180175781
704,4227497572,-0.62669,-0.280417,0.698151,-0.203026,9.800883293,0.645050526,-1.334448814,-0.10377606,-0.546005785,-0.414476752,-1.018554688,-0.836425781,0.180175781
705,4227505905,-0.626672,-0.280447,0.698159,-0.203013,9.785625458,0.702752531,-1.324427605,-0.210894823,-0.513552606,-0.429384232,-1.017578125,-0.834472656,0.179199219
706,4227514238,-0.626663,-0.280476,0.698162,-0.202989,9.772794724,0.706643641,-1.312475443,-0.308382601,-0.434814423,-0.566394806,-1.020507813,-0.8359375,0.181152344
707,4227522571,-0.626649,-0.28049,0.69818,-0.202955,9.781556129,0.707401872,-1.30969274,-0.447134912,-0.591957808,-0.440808207,-1.020019531,-0.840820313,0.184082031
708,4227530904,-0.626642,-0.280473,0.698205,-0.202913,9.794137955,0.679820478,-1.334963679,-0.956448257,-0.541190386,-0.202928767,-1.020019531,-0.839355469,0.180664063
709,4227539237,-0.626642,-0.280467,0.698219,-0.202872,9.787971497,0.667503178,-1.355886221,-0.840441465,-0.403616279,-0.345471978,-1.0234375,-0.834960938,0.180175781
710,4227547570,-0.626633,-0.280481,0.698232,-0.202836,9.810488701,0.646781862,-1.356071234,-0.576000154,-0.525335193,-0.492420942,-1.020019531,-0.835449219,0.180175781
711,4227555903,-0.626628,-0.280498,0.698239,-0.202805,9.806954384,0.64766854,-1.353825688,-0.146295696,-0.3811782,-0.550975025,-1.021972656,-0.8359375,0.184082031
712,4227564236,-0.626618,-0.280528,0.698237,-0.202798,9.781405449,0.662789583,-1.324692249,-0.128519416,-0.342782497,-0.447237313,-1.020507813,-0.836425781,0.184082031
713,4227572569,-0.626609,-0.280572,0.698228,-0.202798,9.79506588,0.68225956,-1.336014986,-0.075600415,-0.279412866,-0.517907023,-1.022460938,-0.837402344,0.179199219
714,4227580902,-0.626614,-0.2806,0.698215,-0.202792,9.774044037,0.680943489,-1.325071096,-0.147986248,-0.081005014,-0.496647179,-1.020507813,-0.836914063,0.182128906
715,4227589235,-0.6266,-0.280643,0.698209,-0.202795,9.776075363,0.684798837,-1.360377669,-0.116762489,-0.342347056,-0.458661288,-1.017578125,-0.8359375,0.183105469
716,4227597568,-0.626608,-0.280666,0.698195,-0.202784,9.780747414,0.702623785,-1.350106239,-0.250648081,-0.065457173,-0.509966612,-1.019042969,-0.838867188,0.184082031
717,4227605901,-0.626613,-0.280676,0.698196,-0.202751,9.765625954,0.740512371,-1.326258659,-0.490807205,-0.24539718,-0.51457715,-1.018066406,-0.837890625,0.181152344
718,4227614234,-0.626617,-0.280685,0.698197,-0.202726,9.770934105,0.721206844,-1.325536251,-0.540985405,-0.231309354,-0.432176173,-1.015625,-0.834960938,0.181640625
719,4227622567,-0.626631,-0.280689,0.698189,-0.202701,9.790998459,0.705019951,-1.322796464,-0.592777371,-0.043454546,-0.425260305,-1.017089844,-0.837890625,0.182617188
720,4227630900,-0.626644,-0.280696,0.698182,-0.202674,9.788336754,0.6940189,-1.323225856,-0.582096279,-0.089304022,-0.483686358,-1.017578125,-0.834472656,0.180664063
721,4227639233,-0.626648,-0.28072,0.69817,-0.202671,9.769968033,0.691214979,-1.316888452,-0.425542146,-0.09378653,-0.39631629,-1.020507813,-0.836914063,0.180664063
722,4227647566,-0.626651,-0.280732,0.698168,-0.202653,9.765854836,0.68374759,-1.297567964,-0.432662815,-0.200930864,-0.395599037,-1.018066406,-0.839355469,0.18359375
723,4227655899,-0.626654,-0.280743,0.698165,-0.202637,9.76707077,0.712251484,-1.300386906,-0.29309088,-0.162791297,-0.400158435,-1.01953125,-0.836914063,0.181152344
724,4227664232,-0.626651,-0.28076,0.698167,-0.202619,9.76636982,0.692881584,-1.29060173,-0.383483499,-0.317193866,-0.41145426,-1.020996094,-0.837890625,0.180175781
725,4227672565,-0.626647,-0.280779,0.698166,-0.202607,9.785889626,0.68131566,-1.318268418,-0.383842081,-0.276595324,-0.386070549,-1.020507813,-0.8359375,0.182617188
726,4227680898,-0.626657,-0.280782,0.698166,-0.202573,9.791069031,0.70683676,-1.318862677,-0.696540654,-0.185767233,-0.45650968,-1.01953125,-0.838867188,0.182128906
727,4227689231,-0.626661,-0.280777,0.698172,-0.202546,9.814330101,0.676945031,-1.318891287,-0.722129345,-0.247446314,-0.281487644,-1.017578125,-0.836425781,0.183105469
728,4227697564,-0.626672,-0.280778,0.698173,-0.20251,9.822463036,0.673447311,-1.321058512,-0.742210865,-0.186689347,-0.465935707,-1.015625,-0.838378906,0.182617188
729,4227705897,-0.626678,-0.280768,0.698185,-0.202462,9.779102325,0.678254008,-1.324291706,-0.922688901,-0.342603207,-0.40133664,-1.018554688,-0.836425781,0.182617188
730,4227714230,-0.626693,-0.280747,0.698194,-0.202411,9.787621498,0.694498122,-1.331072569,-1.098914742,-0.20625861,-0.368985832,-1.017578125,-0.8359375,0.183105469
731,4227722563,-0.626709,-0.28073,0.698198,-0.202372,9.763788223,0.679856241,-1.337660313,-1.062926769,-0.139431089,-0.295242488,-1.019042969,-0.8359375,0.184570313
732,4227730896,-0.626735,-0.280705,0.698199,-0.202323,9.801769257,0.660922766,-1.331273198,-1.131957173,-0.015150819,-0.372648686,-1.017578125,-0.837890625,0.182617188
733,4227739229,-0.626756,-0.280687,0.698198,-0.202287,9.777256966,0.65919888,-1.311416507,-0.797102153,-0.021810522,-0.327080995,-1.018554688,-0.840332031,0.181640625
734,4227747562,-0.626772,-0.280698,0.698187,-0.202262,9.776033401,0.674949408,-1.318733931,-0.526205957,-0.017686626,-0.525949836,-1.018066406,-0.838378906,0.180664063
735,4227755895,-0.626779,-0.280714,0.698182,-0.202232,9.785825729,0.681558669,-1.316666722,-0.540678024,-0.186407611,-0.557916403,-1.020019531,-0.8359375,0.180664063
736,4227764228,-0.626789,-0.280722,0.69818,-0.202196,9.795196533,0.683368325,-1.306044698,-0.658221781,-0.1973961,-0.541036606,-1.017089844,-0.839355469,0.180664063
737,4227772561,-0.626802,-0.280728,0.698178,-0.202159,9.785275459,0.687838852,-1.305093408,-0.651971936,-0.154338583,-0.541625798,-1.020996094,-0.833984375,0.181640625
738,4227780894,-0.626809,-0.280732,0.69818,-0.202122,9.779566765,0.662932813,-1.294106007,-0.716571033,-0.241939276,-0.48176533,-1.020507813,-0.836914063,0.179199219
739,4227789227,-0.626816,-0.280735,0.698184,-0.202081,9.76449585,0.672181249,-1.30829072,-0.955859184,-0.29557544,-0.472185612,-1.020996094,-0.837402344,0.182617188
740,4227797560,-0.626828,-0.280737,0.69819,-0.202021,9.766098022,0.680356979,-1.307961702,-0.979116917,-0.321138442,-0.663677573,-1.020019531,-0.838378906,0.182128906
741,4227805893,-0.626827,-0.28076,0.698195,-0.201979,9.777750015,0.687166452,-1.31540072,-0.707017004,-0.422391564,-0.648232341,-1.018554688,-0.836425781,0.179199219
742,4227814226,-0.626827,-0.280769,0.698204,-0.201934,9.784889221,0.687652886,-1.313261986,-0.734372914,-0.419804543,-0.561502457,-1.014648438,-0.835449219,0.179199219
743,4227822559,-0.626828,-0.280775,0.698211,-0.201898,9.78398037,0.687123537,-1.315772653,-0.672258496,-0.339708835,-0.453589767,-1.020019531,-0.838378906,0.182128906
744,4227830892,-0.62683,-0.280789,0.698216,-0.201854,9.786262512,0.699161649,-1.31025815,-0.683835983,-0.390220076,-0.621209264,-1.015136719,-0.838378906,0.182128906
745,4227839225,-0.62683,-0.280804,0.698224,-0.201803,9.798658371,0.701936901,-1.316903114,-0.743107378,-0.444752783,-0.66047591,-1.015625,-0.837402344,0.180175781
746,4227847558,-0.626838,-0.280811,0.698232,-0.201744,9.787378311,0.705191791,-1.302954078,-0.906270146,-0.381844252,-0.688933253,-1.020019531,-0.835449219,0.184082031
747,4227855891,-0.626839,-0.280815,0.698245,-0.201687,9.783722878,0.717093945,-1.31671679,-0.91462028,-0.469931543,-0.595364511,-1.017578125,-0.838378906,0.1796875
748,4227864224,-0.626847,-0.280808,0.698261,-0.201618,9.785075188,0.716028333,-1.338261008,-1.16379571,-0.464988023,-0.599052966,-1.018554688,-0.83984375,0.182128906
749,4227872557,-0.626861,-0.280794,0.698273,-0.201553,9.813063622,0.700442076,-1.377852321,-1.150886059,-0.316015661,-0.541087925,-1.019042969,-0.837402344,0.178222656
750,4227880890,-0.626884,-0.280783,0.698274,-0.201492,9.80978775,0.707358956,-1.379633188,-1.124682665,-0.134257004,-0.594160557,-1.019042969,-0.838867188,0.182128906
751,4227889223,-0.626917,-0.280772,0.698265,-0.201437,9.7840662,0.704247475,-1.398716927,-1.134774446,0.077918492,-0.597131789,-1.01953125,-0.838867188,0.184082031
752,4227897556,-0.626952,-0.280766,0.698248,-0.201396,9.79276371,0.700856984,-1.391828775,-0.890927136,0.183756515,-0.575077951,-1.020507813,-0.837890625,0.183105469
753,4227905889,-0.626995,-0.280764,0.698217,-0.201372,9.788643837,0.692588329,-1.394854426,-0.74600178,0.45798254,-0.536835968,-1.017089844,-0.837890625,0.181640625
754,4227914222,-0.627047,-0.280752,0.698183,-0.201343,9.791226387,0.703360498,-1.368674994,-0.84651202,0.564025462,-0.5195719,-1.01953125,-0.840332031,0.1796875
755,4227922555,-0.627107,-0.28074,0.698144,-0.20131,9.792613029,0.728881419,-1.325807571,-0.868975699,0.683310866,-0.604688048,-1.018554688,-0.839355469,0.181152344
756,4227930888,-0.62717,-0.280721,0.698105,-0.201275,9.770454407,0.721764982,-1.34888339,-1.000197411,0.709949672,-0.557634711,-1.018066406,-0.839355469,0.181152344
757,4227939221,-0.627236,-0.2807,0.698065,-0.201236,9.79470253,0.712623417,-1.36312449,-1.041333914,0.74491322,-0.594083786,-1.017578125,-0.839355469,0.179199219
758,4227947554,-0.627309,-0.280668,0.698023,-0.201201,9.790460587,0.702480733,-1.358775496,-1.1334939,0.87272805,-0.460864097,-1.017578125,-0.83984375,0.180175781
759,4227955887,-0.62738,-0.280652,0.697971,-0.201182,9.787342072,0.711307526,-1.331716418,-0.802916586,0.959304214,-0.529663861,-1.019042969,-0.839355469,0.181640625
760,4227964220,-0.62746,-0.28063,0.697916,-0.201154,9.779374123,0.700542271,-1.337073803,-0.973994136,1.0517205,-0.575487852,-1.014648438,-0.838378906,0.180175781
761,4227972553,-0.62754,-0.280612,0.697856,-0.201139,9.776885033,0.731406808,-1.344641447,-0.880092323,1.140038252,-0.51209259,-1.01953125,-0.841308594,0.179199219
762,4227980886,-0.627619,-0.280604,0.697789,-0.201134,9.796441078,0.722258329,-1.361493587,-0.598028302,1.18478632,-0.568264604,-1.016113281,-0.840820313,0.178222656
763,4227989219,-0.6277,-0.280599,0.697716,-0.201143,9.820801735,0.694040239,-1.357730985,-0.413298458,1.319747806,-0.495878786,-1.017089844,-0.838867188,0.180175781
764,4227997552,-0.627785,-0.280608,0.697628,-0.201169,9.819660187,0.686980486,-1.366343379,-0.118427396,1.49938035,-0.546159506,-1.017578125,-0.841308594,0.177246094
765,4228005885,-0.627874,-0.280615,0.697537,-0.201199,9.787085533,0.689397633,-1.35325706,0.018980151,1.619024754,-0.530304313,-1.016601563,-0.838867188,0.176757813
766,4228014218,-0.627972,-0.280624,0.697433,-0.20124,9.788812637,0.700164974,-1.389466047,0.021977015,1.825731397,-0.526180446,-1.01953125,-0.838867188,0.177734375
767,4228022551,-0.628061,-0.280661,0.697318,-0.20131,9.800566673,0.731460452,-1.400547028,0.502730668,1.868020654,-0.53470999,-1.017089844,-0.841308594,0.1796875
768,4228030884,-0.628175,-0.280689,0.697184,-0.201378,9.831430435,0.718656361,-1.341222167,0.469893157,2.286839008,-0.629021645,-1.01953125,-0.840820313,0.17578125
769,4228039217,-0.628299,-0.280728,0.697038,-0.201444,9.796797752,0.719832063,-1.366942525,0.190544277,2.427102327,-0.780965149,-1.018066406,-0.836425781,0.179199219
770,4228047550,-0.628434,-0.280744,0.696894,-0.201498,9.786263466,0.720548034,-1.333951235,0.169463784,2.561141729,-0.73347646,-1.018066406,-0.841796875,0.178222656
771,4228055883,-0.628571,-0.280747,0.696753,-0.201554,9.791419983,0.714580178,-1.327047944,0.224585608,2.605736256,-0.60266453,-1.017089844,-0.840332031,0.176269531
772,4228064216,-0.62871,-0.280766,0.696602,-0.201614,9.771447182,0.695205808,-1.287329555,0.262340993,2.672486782,-0.740443468,-1.016601563,-0.83984375,0.178710938
773,4228072549,-0.628843,-0.280786,0.696461,-0.201661,9.757511139,0.719011843,-1.266133904,0.139495134,2.483402491,-0.816697121,-1.015625,-0.837402344,0.177734375
774,4228080882,-0.62898,-0.280788,0.696327,-0.201695,9.780652046,0.732229769,-1.233054757,-0.163943917,2.449668646,-0.729173243,-1.013671875,-0.839355469,0.178222656
775,4228089215,-0.629116,-0.280783,0.696199,-0.201715,9.766432762,0.712548852,-1.196955562,-0.395573437,2.353794575,-0.766544461,-1.015136719,-0.838867188,0.175292969
776,4228097548,-0.629245,-0.280771,0.696088,-0.201715,9.801218033,0.714030743,-1.173123002,-0.658708453,2.092810869,-0.790237546,-1.012695313,-0.841308594,0.176269531
777,4228105881,-0.629366,-0.280749,0.695992,-0.201698,9.802047729,0.732493997,-1.159365296,-0.947893262,1.838999629,-0.749792755,-1.015625,-0.839355469,0.174316406
778,4228114214,-0.629481,-0.280723,0.695907,-0.20167,9.764554977,0.732260346,-1.136241913,-1.066307783,1.658188581,-0.754736245,-1.012695313,-0.83984375,0.17578125
779,4228122547,-0.629579,-0.280689,0.695847,-0.201617,9.778030396,0.755576253,-1.113172293,-1.406413555,1.193315864,-0.743798912,-1.019042969,-0.841308594,0.177246094
780,4228130880,-0.629673,-0.280633,0.695808,-0.201535,9.764722824,0.754428148,-1.08490777,-1.885348678,0.93617475,-0.700946391,-1.014648438,-0.83984375,0.171875
781,4228139213,-0.629745,-0.280566,0.695805,-0.201416,9.75275898,0.758666575,-1.049836516,-2.461463928,0.296151817,-0.696822464,-1.018066406,-0.841796875,0.173828125
782,4228147546,-0.629806,-0.280472,0.695831,-0.201266,9.751883507,0.768104136,-1.048049808,-2.909431458,-0.103801697,-0.582173169,-1.016113281,-0.840820313,0.17578125
783,4228155879,-0.629855,-0.28036,0.695881,-0.201093,9.76283741,0.744090915,-1.084243059,-3.250843287,-0.455561936,-0.49938789,-1.015625,-0.840820313,0.17578125
784,4228164212,-0.629885,-0.280255,0.695948,-0.200915,9.75706768,0.743826628,-1.108456373,-3.260423422,-0.840287864,-0.470571965,-1.020019531,-0.841796875,0.173339844
785,4228172545,-0.629903,-0.280142,0.696037,-0.200711,9.78280735,0.736940503,-1.125067592,-3.381476164,-1.186003208,-0.531661928,-1.017578125,-0.838867188,0.174804688
786,4228180878,-0.629901,-0.280054,0.696128,-0.200521,9.783998489,0.763247371,-1.178886294,-3.179354429,-1.450931311,-0.560580432,-1.016601563,-0.840820313,0.171386719
787,4228189211,-0.62989,-0.27997,0.696224,-0.20034,9.789244652,0.721969962,-1.206997991,-3.05860877,-1.531974673,-0.481227487,-1.014648438,-0.838378906,0.175292969
788,4228197544,-0.629872,-0.279889,0.696322,-0.200167,9.80759716,0.726455867,-1.225133777,-2.902694941,-1.612300754,-0.412811816,-1.018066406,-0.840820313,0.176269531
789,4228205877,-0.629848,-0.279836,0.696405,-0.200032,9.795495033,0.715519786,-1.24420166,-2.541995049,-1.486688614,-0.350389928,-1.017578125,-0.838378906,0.177734375
790,4228214210,-0.629829,-0.279762,0.696496,-0.199878,9.824713707,0.722979724,-1.223366976,-2.652853727,-1.500033617,-0.336840004,-1.016601563,-0.841796875,0.172363281
791,4228222543,-0.629808,-0.279679,0.696596,-0.199709,9.815442085,0.706995785,-1.27317369,-2.688252449,-1.615989208,-0.362377405,-1.017578125,-0.842773438,0.174316406
792,4228230876,-0.62979,-0.279617,0.696685,-0.199546,9.808897972,0.713640034,-1.283515811,-2.625932932,-1.551825643,-0.546133876,-1.013671875,-0.840820313,0.176757813
793,4228239209,-0.629763,-0.279578,0.696763,-0.199409,9.77909565,0.721849203,-1.325995564,-2.251785994,-1.497267365,-0.533147514,-1.016601563,-0.8359375,0.173339844
794,4228247542,-0.629752,-0.279511,0.696845,-0.199254,9.777791023,0.719820619,-1.305284381,-2.609821796,-1.375650764,-0.465500355,-1.017089844,-0.839355469,0.174316406
795,4228255875,-0.629745,-0.279443,0.696924,-0.199096,9.774430275,0.74274379,-1.351571798,-2.725265265,-1.313305855,-0.496134967,-1.015625,-0.839355469,0.173339844
796,4228264208,-0.629741,-0.279381,0.696987,-0.198973,9.81050396,0.735261977,-1.405551434,-2.230039597,-1.038567662,-0.338786691,-1.017578125,-0.83984375,0.176269531
797,4228272541,-0.629747,-0.279339,0.697024,-0.198885,9.80297184,0.714173973,-1.347775936,-1.782328248,-0.63027668,-0.337787718,-1.015136719,-0.843261719,0.177734375
